case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,qian_full_orthotropic,volume_external_stress,20,10,200.0,0.19042097238974878,0.8103947935650206,0.1745857472,0.175,0.173,9.070170643201726,8.811984222713598,10.069926236849016,199.99966666666685,3.3333333323118055E-4,3.333333333209178E-4,199.99966666666694,333333.33333333576,-333333.33333333576,-1.649000000000012E7,1.649000000000012E7,completed
