case_id,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,200.0,0.19076621638710417,0.8109970875867544,0.1745857472,0.175,0.173,9.267921033993872,9.009266506916676,10.269489241100684,199.99966666666685,3.3333333323118055E-4,3.333333333209175E-4,199.99966666666694,333333.3333333345,-333333.3333333365,-1.6490000000000056E7,1.6490000000000156E7,completed
