case_id,voltage_layer_V,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_reference_mm,relative_error_matlab_pct,relative_error_qian_pct,V_bottom_outer,V_bottom_inner,V_top_inner,V_top_outer,Ez_bottom_Vpm,Ez_top_Vpm,status
direct_electro_CFFF_U_Vf06,300.0,-0.058421903105450715,-0.24560190808819282,-0.0522570949,-0.0523,11.797074095388934,11.70535966625376,299.9995030278113,5.030248101944581E-4,5.030248105001953E-4,299.9995030278122,499999.3329689556,-499999.333023984,completed
