case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,isotropic_reduced,volume_external_stress,20,5,200.0,0.19075881691962668,0.8109760025085212,0.1745857472,0.175,0.173,9.263682734134827,9.00503823978668,10.265212092269763,199.99966666666674,3.3333333330444275E-4,3.333333334562406E-4,199.9996666666669,333333.33333333273,-333333.33333333465,-1.648999999999997E7,1.6490000000000065E7,completed
