case_id,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,200.0,0.19001716051326445,0.8098417628783995,0.1745857472,0.175,0.173,8.838873482373508,8.581234579008264,9.836508967204892,199.99966666666674,3.3333333308683616E-4,3.3333333327652953E-4,199.99966666666722,333333.333333335,-333333.3333333365,-1.6490000000000082E7,1.6490000000000156E7,completed
