case_id,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,200.0,0.19043506764473783,0.8104411448932791,0.1745857472,0.175,0.173,9.078244185982342,8.82003865413591,10.07807378308546,199.99966666666663,3.3333333297359515E-4,3.333333333488174E-4,199.99966666666674,333333.3333333348,-333333.333333334,-1.6490000000000073E7,1.6490000000000034E7,completed
