case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,isotropic_reduced,equivalent_side_pressure,20,10,200.0,0.19076621641103236,0.8109970876559894,0.1745857472,0.175,0.173,9.267921047699568,9.009266520589929,10.26948925493201,199.99966666666685,3.3333333323118093E-4,3.3333333332091644E-4,199.99966666666694,333333.3333333332,-333333.3333333372,-1.6489999999999993E7,1.6490000000000192E7,completed
