case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,case_orthotropic,volume_external_stress,20,10,200.0,0.19232880713483536,0.8141238425419811,0.1745857472,0.175,0.173,10.16294870537711,9.90217550562021,11.172720887188076,199.99966666666685,3.333333332311805E-4,3.333333333209174E-4,199.99966666666694,333333.3333333343,-333333.33333333576,-1.6490000000000048E7,1.649000000000012E7,completed
