case_id,matlab_model,comsol_model,mesh_inplane,thickness_discretization,matlab_w_center_mm,comsol_w_center_radial_mm,relative_model_form_gap_pct,sign_check,order_of_magnitude_check,evidence_level,interpretation
curved_CFFF_U_R0p4_pressure15kPa,LRT5_curved_shell,quadratic_3D_curved_solid,20,MATLAB_10_physical_layers_COMSOL_10_hex,-1.96027888869544,-2.118727531431109,8.082964299080738,pass,pass,B_independent_nonisomorphic_model_sensitivity,not_a_cross_solver_numerical_error
