mesh,mode,radius_m,curvature_1pm,load_case,w_center_mm,electric_span,magnetic_span,theta_span_K,center_node_id,center_coord_1,center_coord_2,center_coord_3,case_file,status,w_change_from_previous_pct,electric_change_from_previous_pct,magnetic_change_from_previous_pct,theta_change_from_previous_pct,mesh_gate_20_to_30
20,U,0.2,5,magneto,0.20618494343398,95.9323106398528,0.0377638530309079,0.640006733266142,641,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\20x20\Thermal_CFFF_U_Vf0.6_R0.2m-20x20-10layer.txt,completed_corrected_pyro,0.0396908000986998,0.0186892197406879,0.0186454809559251,0.018682912273719,
30,U,0.2,5,magneto,0.206181913125086,95.9258839552335,0.0377613263337683,0.639963865776935,1411,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\30x30\Thermal_CFFF_U_Vf0.6_R0.2m-30x30-10layer.txt,completed_corrected_pyro,0.00146972585888191,0.00669963554603541,0.00669122985059713,0.00669842337967547,pass
10,X,0.2,5,elastic,-1.42992740954247,275.865633649388,0.095004570604665,1.90915791273343,171,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\10x10\Thermal_CFFF_X_Vf0.6_R0.2m-10x10-10layer.txt,completed_pilot_corrected_pyro,NaN,NaN,NaN,NaN,
20,X,0.2,5,elastic,-1.4299939838503,275.807824392879,0.0949846445382844,1.90875772362549,641,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\20x20\Thermal_CFFF_X_Vf0.6_R0.2m-20x20-10layer.txt,completed_corrected_pyro,0.00465556558850726,0.0209599769826012,0.0209781975575721,0.0209659457031462,
30,X,0.2,5,elastic,-1.42994342995179,275.8090303483,0.0949850566228669,1.90876604830136,1411,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\30x30\Thermal_CFFF_X_Vf0.6_R0.2m-30x30-10layer.txt,completed_corrected_pyro,0.00353537751550413,0.000437242906768926,0.000433841487484464,0.000436128664487,pass
10,X,0.2,5,electro,-0.0506613246867679,23.623965369741,0.008136016663706,0.163493700205956,171,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\10x10\Thermal_CFFF_X_Vf0.6_R0.2m-10x10-10layer.txt,completed_pilot_corrected_pyro,NaN,NaN,NaN,NaN,
20,X,0.2,5,electro,-0.0506396934324226,23.620397582884,0.00813478876215542,0.163469014206685,641,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\20x20\Thermal_CFFF_X_Vf0.6_R0.2m-20x20-10layer.txt,completed_corrected_pyro,0.042716005724184,0.0151046858736473,0.0150944491182229,0.0151013324395433,
30,X,0.2,5,electro,-0.0506385422856487,23.618952335639,0.00813429117626586,0.163459013129711,1411,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\30x30\Thermal_CFFF_X_Vf0.6_R0.2m-30x30-10layer.txt,completed_corrected_pyro,0.00227326206859419,0.00611901503708415,0.00611713889732014,0.00611840043694126,pass
10,X,0.2,5,magneto,0.364493955491442,169.967773943416,0.0585363472835048,1.17629110282104,171,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\10x10\Thermal_CFFF_X_Vf0.6_R0.2m-10x10-10layer.txt,completed_pilot_corrected_pyro,NaN,NaN,NaN,NaN,
20,X,0.2,5,magneto,0.364338324708584,169.942104721332,0.0585275128775093,1.17611349400553,641,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\20x20\Thermal_CFFF_X_Vf0.6_R0.2m-20x20-10layer.txt,completed_corrected_pyro,0.0427160066079911,0.0151046864613753,0.0150944497060547,0.0151013330274114,
30,X,0.2,5,magneto,0.36433004255931,169.931706580151,0.0585239328891394,1.1760415391129,1411,0.15,0.75,0.2,G:\fg-meet-workbench\cases\curvature_fg\30x30\Thermal_CFFF_X_Vf0.6_R0.2m-30x30-10layer.txt,completed_corrected_pyro,0.00227325455116218,0.00611901180217081,0.00611713566249261,0.00611839720250194,pass
