radius_m,curvature_1pm,number_of_30x30_cases,max_w_change_20_to_30_pct,mean_w_change_20_to_30_pct,all_cases_gate_0p5pct,all_cases_gate_1pct
1.0,1.0,6,0.007877531344657773,0.004224957777739758,pass,pass
0.4,2.5,6,0.005858832940377537,0.002508550793192284,pass,pass
0.3,3.3333333333333335,6,0.00534935767770321,0.002679447590084843,pass,pass
0.2,5.0,6,0.0046376735682599445,0.0026098360015716186,pass,pass
