load_case,radius_m,curvature_1pm,U_flat30_abs_w_mm,U_curved30_abs_w_mm,U_curvature_ratio,X_flat30_abs_w_mm,X_curved30_abs_w_mm,X_curvature_ratio,gradient_curvature_interaction_pct_point,max_20_to_30_curved_w_change_pct,interaction_to_mesh_change_ratio,mesh_gate,interpretation
elastic,0.4,2.5,2.12751986193692,1.95949869888003,0.9210248674698992,1.81035762011644,1.66709368074891,0.9208642879309584,-0.016057953894077492,0.039815786346578556,0.40330621011224566,pass,not_resolved_above_discretization
electro,0.4,2.5,0.0522570949262148,0.0629667075868834,1.2049408348433872,0.0423914492766165,0.0517016131644315,1.219623628035538,1.4682793192150712,0.020805357147545445,70.5721756566094,pass,resolved_nonadditive_displacement_interaction
magneto,0.4,2.5,0.174585747179692,0.21036549596817,1.2049408348990354,0.304994532259945,0.371978537971279,1.2196236280532529,1.46827931542175,0.02080535387258716,70.572186583009,pass,resolved_nonadditive_displacement_interaction
