tag,case_file,load_case,load_scale,volt,magnetic,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,static_center_mm,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,frequency_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz
dynamic_U_Vf06_elastic_10x10,G:\fg-meet-workbench\matlab\meet-elastic-thermal\InputFile\Thermal_CFFFplate_0.6Vf-10x10-10layer.txt,elastic,-15000,0,0,0.0001,0.04,401,171,0.15,0.15,0,748,-2.12842735893451,-0.396525948775068,-4.49948652764235,4.49948652764235,0.0288999999999999,2.11399581421223,0,5.13108985869994,ok,52.2023644706405,124.978664130857,317.069204775353,406.529227452818,456.636449765287,797.45648700488
