tag,case_file,load_case,load_scale,volt,magnetic,n_modes,damping_ratio,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,coupled_static_center_mm,mechanical_static_center_mm,modal_static_center_mm,modal_capture_ratio,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,eigen_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz,freq_07_Hz,freq_08_Hz
dynamic_modal_30x30_U_Vf06_elastic_8modes,G:\fg-meet-workbench\cases\Thermal_CFFF_U_Vf0.6-30x30-10layer.txt,elastic,-15000,0,0,8,0.008,0.0001,0.04,401,1411,0.15,0.15,0,6748,-2.12751986193692,-2.29469819234386,-2.29554743995918,1.00037009120335,-0.583906493398884,-4.42787918588939,4.42787918588939,0.0095,1.92961287922864,0,5.03980864436927,ok,52.1956631234132,124.934908847657,316.927641438747,406.456076699852,456.391414595754,796.966293013358,917.087243313845,952.09103868924
