time_s,w_center_04_modes_mm,theta_span_04_modes_K,theta_layer_01_04_modes_K,theta_layer_02_04_modes_K,theta_layer_03_04_modes_K,theta_layer_04_04_modes_K,theta_layer_05_04_modes_K,theta_layer_06_04_modes_K,theta_layer_07_04_modes_K,theta_layer_08_04_modes_K,theta_layer_09_04_modes_K,theta_layer_10_04_modes_K,w_center_06_modes_mm,theta_span_06_modes_K,theta_layer_01_06_modes_K,theta_layer_02_06_modes_K,theta_layer_03_06_modes_K,theta_layer_04_06_modes_K,theta_layer_05_06_modes_K,theta_layer_06_06_modes_K,theta_layer_07_06_modes_K,theta_layer_08_06_modes_K,theta_layer_09_06_modes_K,theta_layer_10_06_modes_K,w_center_08_modes_mm,theta_span_08_modes_K,theta_layer_01_08_modes_K,theta_layer_02_08_modes_K,theta_layer_03_08_modes_K,theta_layer_04_08_modes_K,theta_layer_05_08_modes_K,theta_layer_06_08_modes_K,theta_layer_07_08_modes_K,theta_layer_08_08_modes_K,theta_layer_09_08_modes_K,theta_layer_10_08_modes_K,w_center_12_modes_mm,theta_span_12_modes_K,theta_layer_01_12_modes_K,theta_layer_02_12_modes_K,theta_layer_03_12_modes_K,theta_layer_04_12_modes_K,theta_layer_05_12_modes_K,theta_layer_06_12_modes_K,theta_layer_07_12_modes_K,theta_layer_08_12_modes_K,theta_layer_09_12_modes_K,theta_layer_10_12_modes_K,w_center_16_modes_mm,theta_span_16_modes_K,theta_layer_01_16_modes_K,theta_layer_02_16_modes_K,theta_layer_03_16_modes_K,theta_layer_04_16_modes_K,theta_layer_05_16_modes_K,theta_layer_06_16_modes_K,theta_layer_07_16_modes_K,theta_layer_08_16_modes_K,theta_layer_09_16_modes_K,theta_layer_10_16_modes_K
0.0135,-2.93623478195197,3.12532840113425,1.56266420056712,1.21540548932998,0.868146778092843,0.520888066855702,0.173629355618563,-0.173629355618576,-0.520888066855716,-0.868146778092855,-1.21540548933,-1.56266420056713,-2.93557473588091,3.12675496064585,1.56337748032292,1.21596026247338,0.868543044623839,0.521125826774301,0.173708608924762,-0.173708608924776,-0.521125826774315,-0.868543044623855,-1.21596026247339,-1.56337748032293,-2.93658466253948,3.14808295149271,1.57404147574635,1.22425448113604,0.874467486525742,0.524680491915443,0.174893497305143,-0.174893497305157,-0.524680491915457,-0.874467486525755,-1.22425448113605,-1.57404147574636,-2.93656174918657,3.14811268697522,1.5740563434876,1.2242660449348,0.874475746381998,0.524685447829196,0.174895149276395,-0.174895149276408,-0.524685447829209,-0.874475746382012,-1.22426604493481,-1.57405634348762,-2.93588386285971,3.14508166580094,1.57254083290046,1.22308731447813,0.87363379605581,0.524180277633483,0.174726759211156,-0.17472675921117,-0.524180277633495,-0.873633796055824,-1.22308731447815,-1.57254083290048
0.0136,-2.87489101030385,3.03989639575358,1.51994819787679,1.18218193168194,0.844415665487099,0.506649399292257,0.168883133097415,-0.168883133097428,-0.50664939929227,-0.844415665487112,-1.18218193168196,-1.5199481978768,-2.87441733556193,3.04092015036423,1.52046007518211,1.18258005847497,0.844700041767832,0.506820025060696,0.168940008353561,-0.168940008353574,-0.506820025060709,-0.844700041767847,-1.18258005847498,-1.52046007518212,-2.87552635032703,3.06434071913363,1.53217035956681,1.19168805744085,0.851205755314894,0.510723453188932,0.170241151062973,-0.170241151062986,-0.510723453188945,-0.851205755314906,-1.19168805744086,-1.53217035956682,-2.87549767485991,3.06437793231909,1.53218896615954,1.19170252923519,0.851216092310853,0.510729655386508,0.170243218462165,-0.170243218462178,-0.510729655386522,-0.851216092310863,-1.19170252923521,-1.53218896615955,-2.87472650518026,3.06056349391028,1.53028174695513,1.19021913652066,0.850156526086182,0.510093915651706,0.170031305217231,-0.170031305217244,-0.510093915651719,-0.850156526086195,-1.19021913652067,-1.53028174695515
0.0137,-2.81173795515091,2.9568311816981,1.47841559084904,1.14987879288259,0.821341994916133,0.492805196949677,0.164268398983221,-0.164268398983234,-0.49280519694969,-0.821341994916146,-1.1498787928826,-1.47841559084906,-2.81139907565817,2.95756360294087,1.47878180147043,1.15016362336588,0.821545445261348,0.492927267156804,0.164309089052264,-0.164309089052277,-0.492927267156817,-0.82154544526136,-1.1501636233659,-1.47878180147044,-2.81248350251601,2.98046491552804,1.49023245776402,1.15906968937201,0.827906920980004,0.496744152588,0.165581384195996,-0.165581384196008,-0.496744152588012,-0.827906920980017,-1.15906968937202,-1.49023245776403,-2.81245444804596,2.98050262055923,1.49025131027961,1.15908435243969,0.82791739459978,0.496750436759865,0.165583478919951,-0.165583478919964,-0.496750436759877,-0.827917394599794,-1.15908435243971,-1.49025131027962,-2.81143704613822,2.97550922340355,1.48775461170177,1.15714247576804,0.826530339834314,0.495918203900585,0.165306067966858,-0.165306067966871,-0.495918203900599,-0.826530339834325,-1.15714247576806,-1.48775461170178
0.0138,-2.74665371128132,2.87630760819826,1.43815380409912,1.11856406985487,0.798974335610622,0.47938460136637,0.159794867122119,-0.159794867122132,-0.479384601366383,-0.798974335610634,-1.11856406985488,-1.43815380409914,-2.74636549536344,2.8769305301079,1.43846526505394,1.11880631726417,0.799147369474408,0.479488421684642,0.159829473894877,-0.159829473894889,-0.479488421684655,-0.799147369474421,-1.11880631726419,-1.43846526505396,-2.74731069739275,2.89689164318317,1.44844582159158,1.126568972349,0.804692123106427,0.482815273863854,0.160938424621281,-0.160938424621293,-0.482815273863866,-0.80469212310644,-1.12656897234901,-1.44844582159159,-2.74728685344932,2.89692258632648,1.44846129316323,1.12658100579362,0.804700718424014,0.482820431054406,0.160940143684798,-0.16094014368481,-0.482820431054419,-0.804700718424027,-1.12658100579363,-1.44846129316324,-2.74615942640196,2.89176518122702,1.44588259061351,1.12457534825494,0.80326810589639,0.481960863537831,0.160653621179273,-0.160653621179285,-0.481960863537842,-0.8032681058964,-1.12457534825496,-1.44588259061352
0.0139,-2.67959078880727,2.79832293149045,1.39916146574522,1.08823669557961,0.777311925414008,0.466387155248402,0.155462385082796,-0.155462385082808,-0.466387155248414,-0.77731192541402,-1.08823669557963,-1.39916146574523,-2.6792573852564,2.79904351756396,1.39952175878197,1.08851692349709,0.777512088212204,0.46650725292732,0.155502417642436,-0.155502417642448,-0.466507252927332,-0.777512088212217,-1.0885169234971,-1.39952175878198,-2.67999453316154,2.81461086954954,1.40730543477477,1.0945708937137,0.781836352652645,0.469101811591584,0.156367270530524,-0.156367270530536,-0.469101811591596,-0.781836352652656,-1.09457089371371,-1.40730543477478,-2.67997751693369,2.81463295212069,1.40731647606034,1.09457948138026,0.781842486700188,0.469105492020109,0.156368497340033,-0.156368497340045,-0.469105492020121,-0.781842486700198,-1.09457948138028,-1.40731647606035,-2.67899568161566,2.81049237849954,1.40524618924976,1.09296925830537,0.780692327360977,0.468415396416583,0.156138465472191,-0.156138465472203,-0.468415396416596,-0.780692327360989,-1.09296925830538,-1.40524618924978
0.014,-2.61057809207731,2.72270938022906,1.36135469011452,1.05883142564462,0.756308161174728,0.453784896704835,0.151261632234941,-0.151261632234953,-0.453784896704847,-0.75630816117474,-1.05883142564463,-1.36135469011453,-2.61011546621379,2.72370925486636,1.36185462743317,1.05922026578136,0.756585904129539,0.453951542477721,0.151317180825903,-0.151317180825915,-0.453951542477733,-0.756585904129551,-1.05922026578137,-1.36185462743319,-2.61064324398582,2.73485505381689,1.36742752690844,1.06355474315101,0.759681959393575,0.455809175636142,0.15193639187871,-0.151936391878722,-0.455809175636154,-0.759681959393587,-1.06355474315102,-1.36742752690845,-2.61062954877357,2.73487282658659,1.36743641329329,1.06356165478367,0.759686896274049,0.455812137764427,0.151937379254805,-0.151937379254817,-0.455812137764438,-0.759686896274061,-1.06356165478368,-1.3674364132933,-2.60986959620402,2.73168857689331,1.36584428844665,1.0623233354585,0.758802382470357,0.455281429482212,0.151760476494067,-0.151760476494078,-0.455281429482224,-0.758802382470369,-1.06232333545852,-1.36584428844666
0.0141,-2.53971901057904,2.64915621628861,1.3245781081443,1.03022741744556,0.735876726746829,0.441526036048096,0.147175345349362,-0.147175345349373,-0.441526036048107,-0.735876726746841,-1.03022741744558,-1.32457810814431,-2.53907540250184,2.6505472483158,1.3252736241579,1.03076837434503,0.736263124532161,0.441757874719293,0.147252624906427,-0.147252624906439,-0.441757874719305,-0.736263124532173,-1.03076837434504,-1.32527362415791,-2.53945981088353,2.65866532142197,1.32933266071098,1.0339254027752,0.738518144839429,0.443110886903655,0.147703628967881,-0.147703628967893,-0.443110886903666,-0.738518144839439,-1.03392540277521,-1.32933266071099,-2.53944349890966,2.65868649005738,1.32934324502868,1.03393363502231,0.738524025015934,0.443114415009556,0.147704805003182,-0.147704805003193,-0.443114415009567,-0.738524025015944,-1.03393363502232,-1.32934324502869,-2.53872406196135,2.65526406416549,1.32763203208274,1.03260269161991,0.737573351157073,0.442544010694243,0.14751467023141,-0.147514670231421,-0.442544010694254,-0.737573351157085,-1.03260269161992,-1.32763203208275
0.0142,-2.4671859307876,2.57723962248057,1.28861981124028,1.00225985318688,0.715899895133485,0.429539937080088,0.143179979026692,-0.143179979026703,-0.4295399370801,-0.715899895133496,-1.00225985318689,-1.28861981124029,-2.46635425685519,2.57903712179288,1.28951856089644,1.00295888069722,0.716399200498014,0.429839520298806,0.143279840099599,-0.14327984009961,-0.429839520298817,-0.716399200498027,-1.00295888069723,-1.28951856089645,-2.46670677878931,2.58648180554335,1.29324090277167,1.00585403548907,0.718467168206478,0.431080300923885,0.143693433641291,-0.143693433641302,-0.431080300923895,-0.718467168206488,-1.00585403548908,-1.29324090277168,-2.46668395183505,2.58651142890322,1.2932557144516,1.00586555568458,0.718475396917555,0.43108523815053,0.143695079383507,-0.143695079383518,-0.431085238150542,-0.718475396917564,-1.00586555568459,-1.29325571445161,-2.46578708185241,2.58197446853933,1.29098723426966,1.00410118220973,0.717215130149806,0.430329078089882,0.143443026029957,-0.143443026029968,-0.430329078089893,-0.717215130149817,-1.00410118220974,-1.29098723426967
0.0143,-2.39321165984006,2.50645830315371,1.25322915157685,0.974733784559773,0.696238417542694,0.417743050525614,0.139247683508535,-0.139247683508545,-0.417743050525624,-0.696238417542705,-0.974733784559783,-1.25322915157686,-2.39223088861699,2.50857804687814,1.25428902343907,0.975558129341492,0.696827235243923,0.418096341146352,0.139365447048781,-0.139365447048791,-0.418096341146363,-0.696827235243933,-0.975558129341503,-1.25428902343908,-2.39267223424685,2.51789854106846,1.25894927053422,0.979182765971059,0.699416261407898,0.419649756844737,0.139883252281575,-0.139883252281586,-0.419649756844747,-0.69941626140791,-0.979182765971071,-1.25894927053423,-2.39264391685666,2.51793528956459,1.25896764478229,0.979197057052892,0.699426469323492,0.419655881594093,0.139885293864694,-0.139885293864705,-0.419655881594104,-0.699426469323502,-0.979197057052903,-1.2589676447823,-2.39156641520137,2.51275785221505,1.25637892610752,0.977183609194733,0.697988292281951,0.418792975369169,0.139597658456386,-0.139597658456397,-0.418792975369181,-0.697988292281963,-0.977183609194745,-1.25637892610753
0.0144,-2.31807839650235,2.4362723821751,1.21813619108754,0.947439259734757,0.676742328381966,0.406045397029177,0.135348465676389,-0.1353484656764,-0.406045397029188,-0.676742328381978,-0.947439259734767,-1.21813619108755,-2.31702365063676,2.43855200751161,1.2192760037558,0.948325780698957,0.677375557642108,0.406425334585264,0.135475111528418,-0.135475111528428,-0.406425334585274,-0.677375557642121,-0.948325780698966,-1.21927600375581,-2.31764486882576,2.45167111446506,1.22583555723253,0.953427655625296,0.681019754018067,0.408611852410839,0.13620395080361,-0.13620395080362,-0.408611852410849,-0.681019754018079,-0.953427655625307,-1.22583555723253,-2.31761617272709,2.45170835442482,1.22585417721241,0.953442137831869,0.681030098451334,0.408618059070798,0.136206019690263,-0.136206019690273,-0.408618059070808,-0.681030098451344,-0.953442137831879,-1.22585417721242,-2.31656120383404,2.44711147068559,1.22355573534279,0.951654460822166,0.679753186301546,0.407851911780924,0.135950637260305,-0.135950637260315,-0.407851911780935,-0.679753186301557,-0.951654460822177,-1.2235557353428
0.0145,-2.24210498505454,2.36614304195059,1.18307152097529,0.920166738536338,0.657261956097382,0.394357173658428,0.131452391219473,-0.131452391219483,-0.394357173658437,-0.657261956097391,-0.920166738536348,-1.1830715209753,-2.24106887985884,2.36838237915255,1.18419118957627,0.921037591892655,0.657883994209037,0.394730396525421,0.131576798841804,-0.131576798841814,-0.394730396525432,-0.657883994209047,-0.921037591892665,-1.18419118957628,-2.24190236159047,2.38598414319394,1.19299207159697,0.927882722353196,0.662773373109426,0.397664023865653,0.132554674621881,-0.132554674621891,-0.397664023865663,-0.662773373109436,-0.927882722353207,-1.19299207159698,-2.24187860857716,2.38601496833397,1.19300748416698,0.927894709907651,0.662781935648322,0.397669161388991,0.13255638712966,-0.13255638712967,-0.397669161389001,-0.662781935648332,-0.927894709907662,-1.19300748416699,-2.24101151770209,2.38249234960696,1.19124617480348,0.926524802624924,0.661803430446373,0.397082058267821,0.132360686089271,-0.13236068608928,-0.397082058267831,-0.661803430446384,-0.926524802624934,-1.19124617480349
0.0146,-2.16563323936957,2.29557037291849,1.14778518645924,0.892721811690517,0.637658436921797,0.382595062153076,0.127531687384355,-0.127531687384365,-0.382595062153086,-0.637658436921806,-0.892721811690528,-1.14778518645925,-2.16470309209932,2.29758070294503,1.14879035147251,0.893503606700841,0.638216861929169,0.3829301171575,0.12764337238583,-0.12764337238584,-0.382930117157509,-0.638216861929178,-0.89350360670085,-1.14879035147252,-2.16571269630117,2.31890188403619,1.15945094201809,0.90179517712518,0.644139412232269,0.386483647339361,0.12882788244645,-0.12882788244646,-0.38648364733937,-0.644139412232279,-0.901795177125189,-1.1594509420181,-2.16569543944214,2.31892427888307,1.15946213944153,0.901803886232299,0.644145633023072,0.38648737981384,0.12882912660461,-0.12882912660462,-0.38648737981385,-0.644145633023082,-0.901803886232309,-1.15946213944154,-2.16495715152659,2.31567685390567,1.15783842695283,0.900540998741087,0.643243570529346,0.385946142317605,0.128648714105865,-0.128648714105875,-0.385946142317616,-0.643243570529355,-0.900540998741096,-1.15783842695284
0.0147,-2.08901412668384,2.22412709048552,1.11206354524275,0.864938312966586,0.617813080690418,0.370687848414249,0.12356261613808,-0.123562616138089,-0.370687848414259,-0.617813080690427,-0.864938312966595,-1.11206354524276,-2.08825064344333,2.22577720905518,1.11288860452758,0.865580025743677,0.618271446959768,0.370962868175858,0.12365428939195,-0.123654289391959,-0.370962868175868,-0.618271446959777,-0.865580025743685,-1.11288860452759,-2.0893439439236,2.24886591796102,1.12443295898051,0.874558968095947,0.624684977211389,0.374810986326832,0.124936995442274,-0.124936995442284,-0.374810986326842,-0.624684977211399,-0.874558968095958,-1.12443295898052,-2.08932986101504,2.24888419385816,1.12444209692908,0.874566075389281,0.624690053849487,0.374814032309689,0.124938010769893,-0.124938010769903,-0.374814032309699,-0.624690053849497,-0.874566075389291,-1.12444209692909,-2.08851831549297,2.24481010866863,1.12240505433431,0.872981708926683,0.623558363519057,0.374135018111433,0.124711672703808,-0.124711672703817,-0.374135018111443,-0.623558363519067,-0.872981708926693,-1.12240505433432
0.0148,-2.01259455557052,2.15148611045886,1.07574305522942,0.836689042956215,0.597635030683009,0.358581018409804,0.119527006136598,-0.119527006136607,-0.358581018409814,-0.59763503068302,-0.836689042956225,-1.07574305522943,-2.01201719664379,2.15273395800259,1.07636697900129,0.837174317001,0.597981655000714,0.358788993000426,0.119596331000139,-0.119596331000148,-0.358788993000435,-0.597981655000723,-0.837174317001009,-1.0763669790013,-2.01307571019789,2.17508802421285,1.08754401210642,0.845867564971657,0.604191117836897,0.362514670702136,0.120838223567376,-0.120838223567385,-0.362514670702145,-0.604191117836907,-0.845867564971664,-1.08754401210643,-2.01305915519827,2.17510950823152,1.08755475411576,0.845875919867809,0.604197085619861,0.362518251371916,0.120839417123969,-0.120839417123978,-0.362518251371924,-0.604197085619872,-0.845875919867819,-1.08755475411577,-2.01206913351561,2.17012504048117,1.08506252024058,0.843937515742671,0.602812511244765,0.361687506746857,0.120562502248949,-0.120562502248958,-0.361687506746867,-0.602812511244774,-0.843937515742682,-1.08506252024059
0.0149,-1.93670542552443,2.07744043019873,1.03872021509936,0.807893500632833,0.577066786166309,0.346240071699782,0.115413357233258,-0.115413357233267,-0.346240071699792,-0.577066786166318,-0.807893500632841,-1.03872021509937,-1.93628797507127,2.07834266708897,1.03917133354448,0.808244370534596,0.57731740752471,0.346390444514823,0.115463481504939,-0.115463481504947,-0.346390444514832,-0.577317407524718,-0.808244370534606,-1.03917133354449,-1.93720548853521,2.09771904318002,1.04885952159,0.815779627903335,0.582699734216667,0.349619840529997,0.11653994684333,-0.116539946843339,-0.349619840530006,-0.582699734216676,-0.815779627903343,-1.04885952159001,-1.93718274272302,2.09774856123891,1.04887428061945,0.815791107148459,0.58270793367747,0.349624760206481,0.11654158673549,-0.116541586735499,-0.349624760206489,-0.582707933677478,-0.815791107148469,-1.04887428061946,-1.9361194180416,2.09285666896722,1.04642833448361,0.813888704598358,0.581349074713114,0.348809444827865,0.116269814942619,-0.116269814942628,-0.348809444827874,-0.581349074713121,-0.813888704598369,-1.04642833448361
0.015,-1.8616514739199,2.00191430898047,1.00095715449023,0.778522231270179,0.556087308050127,0.333652384830073,0.111217461610022,-0.111217461610031,-0.333652384830082,-0.556087308050136,-0.778522231270188,-1.00095715449024,-1.86132881613543,2.00261167019752,1.00130583509875,0.77879342729903,0.556281019499305,0.33376861169958,0.111256203899857,-0.111256203899866,-0.333768611699589,-0.556281019499313,-0.778793427299036,-1.00130583509876,-1.86204541734465,2.01774510974123,1.00887255487061,0.784678653788252,0.560484752705893,0.336290851623534,0.112096950541175,-0.112096950541184,-0.336290851623543,-0.560484752705902,-0.784678653788261,-1.00887255487062,-1.86201744002442,2.01778141691634,1.00889070845817,0.784692773245239,0.560494838032312,0.336296902819385,0.112098967606459,-0.112098967606467,-0.336296902819394,-0.560494838032321,-0.784692773245247,-1.00889070845817,-1.86106187460618,2.01384336971136,1.00692168485568,0.783161310443305,0.55940093603093,0.335640561618556,0.111880187206182,-0.111880187206191,-0.335640561618565,-0.559400936030938,-0.783161310443312,-1.00692168485569
0.0151,-1.78770330937115,1.92496534005747,0.96248267002873,0.748597632244567,0.534712594460402,0.320827556676239,0.106942518892077,-0.106942518892086,-0.320827556676248,-0.534712594460411,-0.748597632244574,-0.962482670028737,-1.78738766442162,1.92564754441377,0.96282377220688,0.748862933938683,0.534902095670488,0.320941257402291,0.106980419134094,-0.106980419134102,-0.320941257402298,-0.534902095670496,-0.748862933938692,-0.962823772206887,-1.78790857681982,1.93664835795469,0.96832417897734,0.753141028093487,0.537957877209631,0.322774726325777,0.107591575441923,-0.107591575441931,-0.322774726325785,-0.53795787720964,-0.753141028093494,-0.968324178977347,-1.78788022196954,1.93668515506414,0.968342577532065,0.753155338080494,0.537968098628921,0.322780859177351,0.107593619725781,-0.107593619725789,-0.322780859177359,-0.537968098628931,-0.753155338080501,-0.968342577532074,-1.78707753771478,1.93339827124302,0.966699135621507,0.751877105483392,0.53705507534528,0.322233045207166,0.107411015069053,-0.107411015069061,-0.322233045207174,-0.537055075345288,-0.751877105483402,-0.966699135621515
0.0152,-1.71509185939615,1.84677761845239,0.923388809226191,0.718191296064813,0.512993782903437,0.307796269742061,0.102598756580684,-0.102598756580692,-0.307796269742069,-0.512993782903445,-0.718191296064823,-0.923388809226198,-1.71469443278369,1.84763657775693,0.923818288878462,0.718525335794358,0.513232382710255,0.307939429626151,0.102646476542048,-0.102646476542055,-0.307939429626158,-0.513232382710263,-0.718525335794366,-0.92381828887847,-1.71508773851861,1.85594254833717,0.927971274168582,0.721755435464451,0.515539596760321,0.309323758056191,0.103107919352061,-0.103107919352069,-0.309323758056199,-0.51553959676033,-0.72175543546446,-0.92797127416859,-1.71506407297601,1.85597325996331,0.927986629981649,0.721767378874616,0.515548127767582,0.309328876660547,0.103109625553513,-0.103109625553521,-0.309328876660555,-0.51554812776759,-0.721767378874622,-0.927986629981657,-1.71428215829265,1.85226783743273,0.92613391871636,0.720326381223835,0.51451884373131,0.308711306238785,0.102903768746259,-0.102903768746267,-0.308711306238792,-0.514518843731318,-0.720326381223844,-0.926133918716368
0.0153,-1.64400529592677,1.76764679217207,0.883823396086029,0.687418196955799,0.49101299782557,0.29460779869534,0.098202599565111,-0.0982025995651187,-0.294607798695348,-0.491012997825579,-0.687418196955806,-0.883823396086038,-1.64345800325157,1.76882965743807,0.884414828719031,0.6878782001148,0.49134157151057,0.294804942906341,0.0982683143021109,-0.0982683143021186,-0.294804942906348,-0.491341571510577,-0.687878200114809,-0.884414828719039,-1.64383218044173,1.77673166459773,0.888365832298859,0.690951202899111,0.493536573499363,0.296121944099618,0.0987073146998699,-0.0987073146998775,-0.296121944099625,-0.493536573499372,-0.690951202899119,-0.888365832298868,-1.64381469554541,1.77675435537681,0.8883771776884,0.690960027090976,0.493542876493553,0.29612572589613,0.0987085752987076,-0.098708575298715,-0.296125725896138,-0.493542876493561,-0.690960027090984,-0.888377177688408,-1.64290838051928,1.7720937524616,0.886046876230797,0.689147570401731,0.492248264572663,0.295348958743597,0.0984496529145297,-0.0984496529145373,-0.295348958743604,-0.492248264572671,-0.689147570401738,-0.886046876230804
0.0154,-1.57458834552262,1.68795830239281,0.843979151196401,0.65642822870831,0.46887730622022,0.281326383732131,0.0937754612440412,-0.0937754612440486,-0.281326383732138,-0.468877306220227,-0.656428228708318,-0.843979151196408,-1.57386029876805,1.68953183198134,0.844765915990667,0.657040156881628,0.46931439777259,0.281588638663552,0.093862879554515,-0.0938628795545225,-0.28158863866356,-0.469314397772598,-0.657040156881635,-0.844765915990672,-1.57432897911933,1.69942959055357,0.84971479527678,0.660889285215273,0.472063775153765,0.283238265092257,0.09441275503075,-0.0944127550307572,-0.283238265092264,-0.472063775153773,-0.66088928521528,-0.849714795276788,-1.57431452752421,1.69944834490853,0.84972417245426,0.660896578575535,0.47206898469681,0.283241390818084,0.0944137969393589,-0.0944137969393663,-0.283241390818091,-0.472068984696817,-0.660896578575541,-0.849724172454267,-1.57329195971926,1.69445316908825,0.847226584544124,0.658954010200985,0.470681435857845,0.282408861514706,0.094136287171566,-0.0941362871715732,-0.282408861514713,-0.470681435857852,-0.658954010200991,-0.847226584544131
0.0155,-1.50694375205414,1.60816053715745,0.804080268578721,0.625395764450114,0.44671126032151,0.268026756192904,0.0893422520642991,-0.0893422520643062,-0.268026756192911,-0.446711260321517,-0.625395764450122,-0.804080268578728,-1.50604851711076,1.61009541106942,0.805047705534706,0.62614821541588,0.447248725297057,0.268349235178233,0.0894497450594086,-0.0894497450594156,-0.268349235178239,-0.447248725297064,-0.626148215415887,-0.805047705534713,-1.50669391027346,1.62372505372703,0.811862526863513,0.631448632004952,0.451034737146394,0.270620842287835,0.090206947429276,-0.0902069474292829,-0.270620842287842,-0.451034737146401,-0.631448632004959,-0.811862526863519,-1.50667712338047,1.62374683868207,0.811873419341029,0.631457103931912,0.451040788522792,0.270624473113674,0.0902081577045557,-0.090208157704563,-0.270624473113682,-0.4510407885228,-0.631457103931919,-0.811873419341037,-1.50567774444134,1.61941790522159,0.809708952610791,0.629773629808392,0.449838307005993,0.269902984203595,0.0899676614011958,-0.0899676614012027,-0.269902984203602,-0.449838307006,-0.629773629808399,-0.809708952610799
0.0156,-1.44113554643321,1.52873491723735,0.76436745861867,0.594508023370075,0.424648588121481,0.254789152872887,0.0849297176242936,-0.0849297176243004,-0.254789152872894,-0.424648588121488,-0.594508023370082,-0.764367458618677,-1.44012747051835,1.53091367467232,0.765456837336155,0.595355317928119,0.425253798520083,0.255152279112049,0.085050759704014,-0.0850507597040209,-0.255152279112056,-0.42525379852009,-0.595355317928126,-0.765456837336162,-1.44097422512287,1.54879573997024,0.774397869985115,0.602309454432866,0.430221038880618,0.258132623328369,0.0860442077761209,-0.0860442077761276,-0.258132623328376,-0.430221038880625,-0.602309454432873,-0.774397869985121,-1.44095155550329,1.54882515915123,0.774412579575613,0.602320895225477,0.43022921087534,0.258137526525202,0.0860458421750652,-0.0860458421750721,-0.258137526525209,-0.430229210875346,-0.602320895225483,-0.77441257957562,-1.44007599201322,1.54533559155964,0.772667795779819,0.600963841162082,0.429259886544342,0.257555931926604,0.0858519773088658,-0.0858519773088725,-0.257555931926611,-0.429259886544349,-0.600963841162088,-0.772667795779826
0.0157,-1.37719369688375,1.45016508466155,0.725082542330773,0.563953088479489,0.402823634628205,0.241694180776922,0.0805647269256386,-0.0805647269256447,-0.241694180776929,-0.402823634628212,-0.563953088479495,-0.725082542330777,-1.37615429128965,1.45241155502426,0.726205777512126,0.564826715842764,0.403447654173402,0.24206859250404,0.0806895308346779,-0.0806895308346844,-0.242068592504046,-0.403447654173409,-0.56482671584277,-0.726205777512132,-1.37716209958163,1.47369480945095,0.73684740472547,0.5731035370087,0.409359669291927,0.245615801575154,0.0818719338583828,-0.0818719338583891,-0.245615801575161,-0.409359669291934,-0.573103537008705,-0.736847404725479,-1.37713444522693,1.47373069750208,0.736865348751037,0.573117493473028,0.409369638195018,0.24562178291701,0.0818739276390009,-0.0818739276390073,-0.245621782917016,-0.409369638195024,-0.573117493473033,-0.736865348751042,-1.37633340222589,1.47024423965651,0.735122119828253,0.571761648755307,0.408401177682362,0.245040706609415,0.0816802355364696,-0.0816802355364761,-0.245040706609422,-0.408401177682369,-0.571761648755314,-0.735122119828259
0.0158,-1.31511966799011,1.37290736630665,0.686453683153325,0.533908420230361,0.3813631573074,0.228817894384439,0.0762726314614776,-0.0762726314614838,-0.228817894384445,-0.381363157307406,-0.533908420230367,-0.68645368315333,-1.31413745591984,1.37503022413837,0.687515112069181,0.534733976053807,0.381952840038433,0.229171704023058,0.0763905680076839,-0.0763905680076901,-0.229171704023064,-0.381952840038439,-0.534733976053812,-0.687515112069188,-1.31521460731456,1.3977778909044,0.698888945452197,0.543580290907263,0.388271636362329,0.232962981817397,0.0776543272724634,-0.0776543272724695,-0.232962981817402,-0.388271636362336,-0.543580290907269,-0.698888945452204,-1.31518657740484,1.39781426632679,0.698907133163391,0.543594436904859,0.388281740646327,0.232969044387795,0.0776563481292629,-0.0776563481292692,-0.232969044387801,-0.388281740646333,-0.543594436904866,-0.698907133163398,-1.31433095632675,1.39351679900817,0.696758399504082,0.541923199614284,0.387087999724487,0.232252799834691,0.077417599944895,-0.0774175999449012,-0.232252799834698,-0.387087999724494,-0.541923199614291,-0.696758399504087
0.0159,-1.25489240842609,1.29736453926278,0.648682269631386,0.504530654157744,0.360379038684101,0.21622742321046,0.0720758077368181,-0.072075807736824,-0.216227423210466,-0.360379038684107,-0.504530654157749,-0.648682269631392,-1.25404121872471,1.29920421806386,0.649602109031927,0.505246084802607,0.360890060573291,0.216534036343973,0.072178012114656,-0.0721780121146616,-0.216534036343979,-0.360890060573297,-0.505246084802614,-0.649602109031932,-1.2550745530671,1.32102654071378,0.660513270356888,0.513732543610912,0.366951816864937,0.220171090118961,0.073390363372985,-0.0733903633729907,-0.220171090118967,-0.366951816864942,-0.513732543610917,-0.660513270356893,-1.25505097165588,1.3210571431596,0.660528571579798,0.513744444562064,0.366960317544331,0.220176190526597,0.0733920635088639,-0.0733920635088696,-0.220176190526603,-0.366960317544337,-0.513744444562069,-0.660528571579804,-1.25408670246219,1.31613092491558,0.658065462457787,0.511828693022721,0.365591923587657,0.219355154152594,0.0731183847175293,-0.0731183847175349,-0.219355154152599,-0.365591923587663,-0.511828693022727,-0.658065462457791
