case_id,fg_mode,vf0,load_case,input_file,w_center_mm,theta_mean_K,theta_min_K,theta_max_K,theta_span_K,magnetoelectric_efficiency,load_scale,volt,magnetic,status,message,output_mat
U_Vf70_magneto,U,0.7,magneto,cases/Thermal_CFFF_U_Vf0.7-30x30-10layer.txt,-0.155952885901855,-3.77475828372553e-16,-0.310721185561213,0.310721185561212,0.621442371122425,0.480139236691404,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_U_Vf70_magneto.mat
U_Vf80_elastic,U,0.8,elastic,cases/Thermal_CFFF_U_Vf0.8-30x30-10layer.txt,-2.74356389367659,1.57651669496772e-15,-1.28713167604378,1.28713167604379,2.57426335208757,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_U_Vf80_elastic.mat
U_Vf80_electro,U,0.8,electro,cases/Thermal_CFFF_U_Vf0.8-30x30-10layer.txt,-0.0697972558537243,5.82867087928207e-17,-0.129227558026843,0.129227558026843,0.258455116053686,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_U_Vf80_electro.mat
U_Vf80_magneto,U,0.8,magneto,cases/Thermal_CFFF_U_Vf0.8-30x30-10layer.txt,-0.589264716453645,4.44089209850063e-16,-1.09100622093711,1.09100622093711,2.18201244187421,1.62439121504152,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_U_Vf80_magneto.mat
U_Vf90_elastic,U,0.9,elastic,cases/Thermal_CFFF_U_Vf0.9-30x30-10layer.txt,-3.20991999537892,-2.66453525910038e-15,-1.44042100410355,1.44042100410354,2.88084200820709,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_U_Vf90_elastic.mat
U_Vf90_electro,U,0.9,electro,cases/Thermal_CFFF_U_Vf0.9-30x30-10layer.txt,-0.0782418831995812,-1.2490009027033e-16,-0.13484340494647,0.13484340494647,0.26968680989294,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_U_Vf90_electro.mat
U_Vf90_magneto,U,0.9,magneto,cases/Thermal_CFFF_U_Vf0.9-30x30-10layer.txt,-1.18062714967801,-1.59872115546023e-15,-2.03471310148688,2.03471310148688,4.06942620297376,2.87496844086013,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_U_Vf90_magneto.mat
V_Vf10_elastic,V,0.1,elastic,cases/Thermal_CFFF_V_Vf0.1-30x30-10layer.txt,-1.30716838731253,0.0241939019969704,-1.14622275172946,1.3146561121888,2.46087886391825,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf10_elastic.mat
V_Vf10_electro,V,0.1,electro,cases/Thermal_CFFF_V_Vf0.1-30x30-10layer.txt,-0.00413902587664456,-0.00633273070127235,-0.0220340004351964,0.0109636664768339,0.0329976669120303,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf10_electro.mat
V_Vf10_magneto,V,0.1,magneto,cases/Thermal_CFFF_V_Vf0.1-30x30-10layer.txt,1.13015348074678,-0.246528358198935,-5.14529455407438,4.19620655455407,9.34150110862845,12.0765932178244,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf10_magneto.mat
V_Vf20_elastic,V,0.2,elastic,cases/Thermal_CFFF_V_Vf0.2-30x30-10layer.txt,-1.35811635589464,0.0372600370637704,-1.05333420011082,1.33341429414578,2.3867484942566,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf20_elastic.mat
V_Vf20_electro,V,0.2,electro,cases/Thermal_CFFF_V_Vf0.2-30x30-10layer.txt,-0.00818009388638572,-0.0109125263911056,-0.0379634579946191,0.0211375944077609,0.0591010524023799,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf20_electro.mat
V_Vf20_magneto,V,0.2,magneto,cases/Thermal_CFFF_V_Vf0.2-30x30-10layer.txt,1.07576015679433,-0.426005318200447,-4.95099780199676,3.37926506660736,8.33026286860412,15.1742404341546,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf20_magneto.mat
V_Vf30_elastic,V,0.3,elastic,cases/Thermal_CFFF_V_Vf0.3-30x30-10layer.txt,-1.41362691172077,0.0431677621722307,-0.995680126679016,1.35354801018511,2.34922813686412,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf30_elastic.mat
V_Vf30_electro,V,0.3,electro,cases/Thermal_CFFF_V_Vf0.3-30x30-10layer.txt,-0.012083668260954,-0.0143851978240345,-0.0501406223848094,0.0304478328216216,0.0805884552064311,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf30_electro.mat
V_Vf30_magneto,V,0.3,magneto,cases/Thermal_CFFF_V_Vf0.3-30x30-10layer.txt,1.01398297257779,-0.567325834642778,-4.74671851208611,2.74027109295003,7.48698960503615,16.2570775870604,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf30_magneto.mat
V_Vf40_elastic,V,0.4,elastic,cases/Thermal_CFFF_V_Vf0.4-30x30-10layer.txt,-1.47487786507123,0.0439116723055714,-0.961713600684784,1.37573691225208,2.33745051293686,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf40_elastic.mat
V_Vf40_electro,V,0.4,electro,cases/Thermal_CFFF_V_Vf0.4-30x30-10layer.txt,-0.0158142557592216,-0.0171032115252985,-0.0597338861073369,0.0388421261509499,0.0985760122582868,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf40_electro.mat
V_Vf40_magneto,V,0.4,magneto,cases/Thermal_CFFF_V_Vf0.4-30x30-10layer.txt,0.94417656349948,-0.687192824572184,-4.53412242280399,2.20604936126932,6.74017178407332,16.4625371220513,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf40_magneto.mat
V_Vf50_elastic,V,0.5,elastic,cases/Thermal_CFFF_V_Vf0.5-30x30-10layer.txt,-1.54339825755295,0.0405739683131274,-0.94562464153578,1.40059361354131,2.34621825507709,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf50_elastic.mat
V_Vf50_electro,V,0.5,electro,cases/Thermal_CFFF_V_Vf0.5-30x30-10layer.txt,-0.0193111244229884,-0.019224158909209,-0.0672774807906153,0.046223681539254,0.113501162329869,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf50_electro.mat
V_Vf50_magneto,V,0.5,magneto,cases/Thermal_CFFF_V_Vf0.5-30x30-10layer.txt,0.864926087544059,-0.796104739919201,-4.31170529825537,1.73376867409905,6.04547397235442,16.1983951850053,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf50_magneto.mat
V_Vf60_elastic,V,0.6,elastic,cases/Thermal_CFFF_V_Vf0.6-30x30-10layer.txt,-1.6208393704038,0.0336513057994071,-0.944126662108904,1.42862500483608,2.37275166694499,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf60_elastic.mat
V_Vf60_electro,V,0.6,electro,cases/Thermal_CFFF_V_Vf0.6-30x30-10layer.txt,-0.0225463571541965,-0.0208786169219788,-0.0731710432257868,0.0525645378250133,0.1257355810508,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf60_electro.mat
V_Vf60_magneto,V,0.6,magneto,cases/Thermal_CFFF_V_Vf0.6-30x30-10layer.txt,0.774198029466385,-0.901531120705345,-4.0770333009096,1.2946267076208,5.37166000853041,15.6285130333891,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf60_magneto.mat
V_Vf70_elastic,V,0.7,elastic,cases/Thermal_CFFF_V_Vf0.7-30x30-10layer.txt,-1.70982136304874,0.0229377622838311,-0.956307506501664,1.45985709474877,2.41616460125044,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf70_elastic.mat
V_Vf70_electro,V,0.7,electro,cases/Thermal_CFFF_V_Vf0.7-30x30-10layer.txt,-0.0254213646681511,-0.0220676325448498,-0.0774272457537156,0.0576752842348628,0.135102529988578,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf70_electro.mat
V_Vf70_magneto,V,0.7,magneto,cases/Thermal_CFFF_V_Vf0.7-30x30-10layer.txt,0.669237100647397,-1.00918113264798,-3.82496663977933,0.867788360959364,4.69275500073869,14.8273125074243,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf70_magneto.mat
V_Vf80_elastic,V,0.8,elastic,cases/Thermal_CFFF_V_Vf0.8-30x30-10layer.txt,-1.81316755179871,0.00852499190765423,-0.981696512503548,1.49787080560196,2.47956731810551,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf80_elastic.mat
V_Vf80_electro,V,0.8,electro,cases/Thermal_CFFF_V_Vf0.8-30x30-10layer.txt,-0.027865275770097,-0.0227919298329328,-0.0800860386600453,0.0615832044461582,0.141669243106203,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf80_electro.mat
V_Vf80_magneto,V,0.8,magneto,cases/Thermal_CFFF_V_Vf0.8-30x30-10layer.txt,0.546075296993472,-1.12551039552748,-3.55773155950253,0.434499713081314,3.99223127258384,13.8513222424041,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf80_magneto.mat
V_Vf90_elastic,V,0.9,elastic,cases/Thermal_CFFF_V_Vf0.9-30x30-10layer.txt,-1.93546851562113,-0.0108259253302868,-1.02194560129484,1.541500854254,2.56344645554884,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_V_Vf90_elastic.mat
V_Vf90_electro,V,0.9,electro,cases/Thermal_CFFF_V_Vf0.9-30x30-10layer.txt,-0.0297376902314566,-0.0229810181917886,-0.080956106390861,0.0639921905717639,0.144948296962625,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_V_Vf90_electro.mat
V_Vf90_magneto,V,0.9,magneto,cases/Thermal_CFFF_V_Vf0.9-30x30-10layer.txt,0.399222420152843,-1.25580198023374,-3.26376387071805,-0.0230659973114931,3.24069787340655,12.6923656267492,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_V_Vf90_magneto.mat
X_Vf10_elastic,X,0.1,elastic,cases/Thermal_CFFF_X_Vf0.1-30x30-10layer.txt,-1.33031584008413,2.66453525910038e-15,-1.16035496093981,1.16035496093982,2.32070992187963,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf10_elastic.mat
X_Vf10_electro,X,0.1,electro,cases/Thermal_CFFF_X_Vf0.1-30x30-10layer.txt,-0.00750115361786119,3.29597460435593e-17,-0.0285919406500419,0.028591940650042,0.0571838813000839,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf10_electro.mat
X_Vf10_magneto,X,0.1,magneto,cases/Thermal_CFFF_X_Vf0.1-30x30-10layer.txt,1.07639444483733,-4.61852778244065e-15,-4.10286305964919,4.10286305964918,8.20572611929837,3.97757545988619,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf10_magneto.mat
X_Vf20_elastic,X,0.2,elastic,cases/Thermal_CFFF_X_Vf0.2-30x30-10layer.txt,-1.40703021153335,-4.21884749357559e-16,-1.0763279592611,1.0763279592611,2.15265591852221,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf20_elastic.mat
X_Vf20_electro,X,0.2,electro,cases/Thermal_CFFF_X_Vf0.2-30x30-10layer.txt,-0.0149246364184471,-2.08166817117217e-17,-0.0495720283746929,0.0495720283746929,0.0991440567493858,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf20_electro.mat
X_Vf20_magneto,X,0.2,magneto,cases/Thermal_CFFF_X_Vf0.2-30x30-10layer.txt,0.960263957124908,1.11022302462516e-15,-3.18950698659066,3.18950698659066,6.37901397318133,3.40165237859258,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf20_magneto.mat
X_Vf30_elastic,X,0.3,elastic,cases/Thermal_CFFF_X_Vf0.3-30x30-10layer.txt,-1.49119362363557,-2.08721928629529e-15,-1.02464590879149,1.02464590879149,2.04929181758298,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf30_elastic.mat
X_Vf30_electro,X,0.3,electro,cases/Thermal_CFFF_X_Vf0.3-30x30-10layer.txt,-0.0222086564951096,-9.15933995315754e-17,-0.0658016340707839,0.0658016340707838,0.131603268141568,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf30_electro.mat
X_Vf30_magneto,X,0.3,magneto,cases/Thermal_CFFF_X_Vf0.3-30x30-10layer.txt,0.827938451959497,3.50830475781549e-15,-2.45308414139712,2.45308414139713,4.90616828279425,2.76361526320281,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf30_magneto.mat
X_Vf40_elastic,X,0.4,elastic,cases/Thermal_CFFF_X_Vf0.4-30x30-10layer.txt,-1.58465320248827,-9.99200722162641e-17,-0.995774630305949,0.995774630305949,1.9915492606119,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf40_elastic.mat
X_Vf40_electro,X,0.4,electro,cases/Thermal_CFFF_X_Vf0.4-30x30-10layer.txt,-0.0292644157103465,2.22044604925031e-17,-0.0786957476819181,0.0786957476819182,0.157391495363836,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf40_electro.mat
X_Vf40_magneto,X,0.4,magneto,cases/Thermal_CFFF_X_Vf0.4-30x30-10layer.txt,0.676762766711005,-4.66293670342566e-16,-1.81990142761397,1.81990142761397,3.63980285522795,2.11738523675544,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf40_magneto.mat
X_Vf50_elastic,X,0.5,elastic,cases/Thermal_CFFF_X_Vf0.5-30x30-10layer.txt,-1.69005231184634,-2.15310032842364e-05,-0.983447347500187,0.983413020923033,1.96686036842322,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf50_elastic.mat
X_Vf50_electro,X,0.5,electro,cases/Thermal_CFFF_X_Vf0.5-30x30-10layer.txt,-0.0360382294570868,-1.90322193987791e-06,-0.0889975019631512,0.0889944676830529,0.177991969646204,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf50_electro.mat
X_Vf50_magneto,X,0.5,magneto,cases/Thermal_CFFF_X_Vf0.5-30x30-10layer.txt,0.503948108716469,2.66141015119015e-05,-1.24447272663245,1.24451515712196,2.48898788375441,1.46976766460228,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf50_magneto.mat
X_Vf60_elastic,X,0.6,elastic,cases/Thermal_CFFF_X_Vf0.6-30x30-10layer.txt,-1.81035762011644,-1.57651669496772e-15,-0.985994842561526,0.985994842561523,1.97198968512305,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf60_elastic.mat
X_Vf60_electro,X,0.6,electro,cases/Thermal_CFFF_X_Vf0.6-30x30-10layer.txt,-0.0423914492766165,-2.4980018054066e-17,-0.0970829397674982,0.0970829397674982,0.194165879534996,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf60_electro.mat
X_Vf60_magneto,X,0.6,magneto,cases/Thermal_CFFF_X_Vf0.6-30x30-10layer.txt,0.304994532259945,1.33226762955019e-16,-0.698484395065052,0.698484395065052,1.3969687901301,0.823056988088358,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf60_magneto.mat
X_Vf70_elastic,X,0.7,elastic,cases/Thermal_CFFF_X_Vf0.7-30x30-10layer.txt,-1.9480670213001,-4.21884749357559e-16,-1.0017732261806,1.0017732261806,2.0035464523612,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf70_elastic.mat
X_Vf70_electro,X,0.7,electro,cases/Thermal_CFFF_X_Vf0.7-30x30-10layer.txt,-0.0482313519786744,-1.11022302462516e-17,-0.103229822510884,0.103229822510884,0.206459645021769,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf70_electro.mat
X_Vf70_magneto,X,0.7,magneto,cases/Thermal_CFFF_X_Vf0.7-30x30-10layer.txt,0.0737560589268846,2.77555756156289e-17,-0.157860490314591,0.157860490314591,0.315720980629182,0.178642418218186,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf70_magneto.mat
X_Vf80_elastic,X,0.8,elastic,cases/Thermal_CFFF_X_Vf0.8-30x30-10layer.txt,-2.10813961826613,3.574918139293e-15,-1.02992863474416,1.02992863474416,2.05985726948832,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf80_elastic.mat
X_Vf80_electro,X,0.8,electro,cases/Thermal_CFFF_X_Vf0.8-30x30-10layer.txt,-0.0533806136263084,1.38777878078145e-16,-0.107304922378174,0.107304922378175,0.214609844756349,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf80_electro.mat
X_Vf80_magneto,X,0.8,magneto,cases/Thermal_CFFF_X_Vf0.8-30x30-10layer.txt,-0.197991097590143,5.60662627435704e-16,-0.397998784865904,0.397998784865905,0.795997569731809,0.449661590322285,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf80_magneto.mat
X_Vf90_elastic,X,0.9,elastic,cases/Thermal_CFFF_X_Vf0.9-30x30-10layer.txt,-2.29744326434068,-5.07128351108666e-05,-1.07315043173891,1.07307457915808,2.14622501089699,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_X_Vf90_elastic.mat
X_Vf90_electro,X,0.9,electro,cases/Thermal_CFFF_X_Vf0.9-30x30-10layer.txt,-0.0575988134950561,-4.99417329151847e-06,-0.109272165750008,0.109264695827798,0.218536861577806,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_X_Vf90_electro.mat
X_Vf90_magneto,X,0.9,magneto,cases/Thermal_CFFF_X_Vf0.9-30x30-10layer.txt,-0.521619366337654,-4.5227624487465e-05,-0.989577291575179,0.989509643374582,1.97908693494976,1.08261327516112,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_X_Vf90_magneto.mat
O_Vf10_elastic,O,0.1,elastic,cases/Thermal_CFFF_O_Vf0.1-30x30-10layer.txt,-1.38375933644618,5.77315972805081e-16,-1.16972412135304,1.16972412135304,2.33944824270608,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_O_Vf10_elastic.mat
O_Vf10_electro,O,0.1,electro,cases/Thermal_CFFF_O_Vf0.1-30x30-10layer.txt,-0.00942436062557902,1.31838984174237e-17,-0.0346588907429431,0.0346588907429431,0.0693177814858862,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_O_Vf10_electro.mat
O_Vf10_magneto,O,0.1,magneto,cases/Thermal_CFFF_O_Vf0.1-30x30-10layer.txt,1.08234040739859,-1.95399252334028e-15,-3.98039924584531,3.9803992458453,7.96079849169061,6.54904588543749,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_O_Vf10_magneto.mat
O_Vf20_elastic,O,0.2,elastic,cases/Thermal_CFFF_O_Vf0.2-30x30-10layer.txt,-1.52817634127912,-5.99520433297585e-16,-1.11206813850822,1.11206813850822,2.22413627701644,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_O_Vf20_elastic.mat
O_Vf20_electro,O,0.2,electro,cases/Thermal_CFFF_O_Vf0.2-30x30-10layer.txt,-0.01930024837262,-5.55111512312578e-18,-0.0603799739030983,0.0603799739030983,0.120759947806197,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_O_Vf20_electro.mat
O_Vf20_magneto,O,0.2,magneto,cases/Thermal_CFFF_O_Vf0.2-30x30-10layer.txt,0.959580819760096,6.66133814775094e-16,-3.00200617815548,3.00200617815548,6.00401235631096,5.35017589117164,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_O_Vf20_magneto.mat
O_Vf30_elastic,O,0.3,elastic,cases/Thermal_CFFF_O_Vf0.3-30x30-10layer.txt,-1.70285384851645,2.06501482580279e-15,-1.10041895115555,1.10041895115556,2.20083790231111,NaN,-15000,0,0,ok,NaN,G:\fg-meet-workbench\output\static_elastic_O_Vf30_elastic.mat
O_Vf30_electro,O,0.3,electro,cases/Thermal_CFFF_O_Vf0.3-30x30-10layer.txt,-0.0296858117796326,5.13478148889135e-17,-0.0813335431755271,0.0813335431755273,0.162667086351054,NaN,0,300,0,ok,NaN,G:\fg-meet-workbench\output\static_electro_O_Vf30_electro.mat
O_Vf30_magneto,O,0.3,magneto,cases/Thermal_CFFF_O_Vf0.3-30x30-10layer.txt,0.803931185684087,-1.46549439250521e-15,-2.20262030520111,2.2026203052011,4.40524061040221,4.10245456032189,0,0,200,ok,NaN,G:\fg-meet-workbench\output\static_magneto_O_Vf30_magneto.mat
