case_id,status,center_node_id,old_w_center_mm,new_w_center_mm,diff_w_center_mm,message
X_Vf60_electro,ok,1411,-0.00537985027205101,-0.0423914492766165,-0.0370115990045655,
X_Vf60_magneto,ok,1411,0.0387065067457222,0.304994532259945,0.266288025514223,
X_Vf70_elastic,ok,1411,-0.33067360921754,-1.9480670213001,-1.61739341208256,
X_Vf70_electro,ok,1411,-0.0061328252841849,-0.0482313519786744,-0.0420985266944895,
X_Vf70_magneto,ok,1411,0.0093784023150207,0.0737560589268846,0.0643776566118639,
X_Vf80_elastic,ok,1411,-0.357604454405638,-2.10813961826613,-1.7505351638605,
X_Vf80_electro,ok,1411,-0.00680174585392509,-0.0533806136263084,-0.0465788677723833,
X_Vf80_magneto,ok,1411,-0.0252279813898522,-0.197991097590143,-0.172763116200291,
X_Vf90_elastic,ok,1411,-0.389428293554398,-2.29744326434068,-1.90801497078628,
X_Vf90_electro,ok,1411,-0.00735585759919301,-0.0575988134950561,-0.0502429558958631,
X_Vf90_magneto,ok,1411,-0.0666152225532407,-0.521619366337654,-0.455004143784414,
