tag,case_file,load_case,load_scale,volt,magnetic,n_modes,max_modes_solved,damping_ratio,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,coupled_static_center_mm,mechanical_static_center_mm,modal_static_center_mm,modal_capture_ratio,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,freq_01_Hz,freq_last_Hz,capture_delta_vs_max,peak_abs_delta_vs_max_mm,peak_time_delta_vs_max_ms,theta_span_delta_vs_max_K,recovery_runtime_s,assembly_runtime_s,static_runtime_s,eigs_runtime_s,sensitivity_runtime_s,total_runtime_s,eigen_status
dynamic_modal_30x30_U_Vf06_elastic_damping_sensitivity,G:\fg-meet-workbench\cases\Thermal_CFFF_U_Vf0.6-30x30-10layer.txt,elastic,-15000,0,0,16,16,0,0.0001,0.04,401,1411,0.15,0.15,0,6748,-2.12751986193692,-2.29469819234386,-2.29461732408109,0.999964758649725,-0.412865042275073,-4.5039426582597,4.5039426582597,0.0289,1.96276036355756,0,5.11338825827432,52.1956631234133,2048.7126585575,0,0.118162395502359,19.3,0.141343463033716,0.0831568,421.6626159,0.542148,1.0430717,0.2932959,424.254727,ok
dynamic_modal_30x30_U_Vf06_elastic_damping_sensitivity,G:\fg-meet-workbench\cases\Thermal_CFFF_U_Vf0.6-30x30-10layer.txt,elastic,-15000,0,0,16,16,0.005,0.0001,0.04,401,1411,0.15,0.15,0,6748,-2.12751986193692,-2.29469819234386,-2.29461732408109,0.999964758649725,-0.520488454526201,-4.44466887789218,4.44466887789218,0.0096,1.93692961136309,0,5.06473522885244,52.1956631234133,2048.7126585575,0,0.0588886151348396,0,0.0926904336118346,0.0445537,421.6626159,0.542148,1.0430717,0.2932959,424.254727,ok
dynamic_modal_30x30_U_Vf06_elastic_damping_sensitivity,G:\fg-meet-workbench\cases\Thermal_CFFF_U_Vf0.6-30x30-10layer.txt,elastic,-15000,0,0,16,16,0.008,0.0001,0.04,401,1411,0.15,0.15,0,6748,-2.12751986193692,-2.29469819234386,-2.29461732408109,0.999964758649725,-0.582984077845342,-4.42696493190064,4.42696493190064,0.0096,1.92921445908267,0,5.03632190188517,52.1956631234133,2048.7126585575,0,0.0411846691432975,0,0.0642771066445658,0.0422985,421.6626159,0.542148,1.0430717,0.2932959,424.254727,ok
dynamic_modal_30x30_U_Vf06_elastic_damping_sensitivity,G:\fg-meet-workbench\cases\Thermal_CFFF_U_Vf0.6-30x30-10layer.txt,elastic,-15000,0,0,16,16,0.015,0.0001,0.04,401,1411,0.15,0.15,0,6748,-2.12751986193692,-2.29469819234386,-2.29461732408109,0.999964758649725,-0.721648780016731,-4.38578026275735,4.38578026275735,0.0096,1.91126670923012,0,4.9720447952406,52.1956631234133,2048.7126585575,0,0,0,0,0.0385837,421.6626159,0.542148,1.0430717,0.2932959,424.254727,ok
