case_id,inplane_divisions,thickness_divisions_per_layer,target_w_mm,calibrated_pressure_Pa,electric_span_zero_temperature_V,magnetic_span_zero_temperature_A,electric_span_thermo_corrected_V,magnetic_span_thermo_corrected_A,matlab_legacy_thermal_electric_V,matlab_legacy_thermal_magnetic_A,legacy_electric_relative_error_pct,legacy_magnetic_relative_error_pct,probe_abs_w_mm,e31,e32,g_effective,k33,r33,determinant,status,evidence_tier
inverse_CFFF_U_Vf06,10,1,0.5,3353.8445262130936,72.14142546083303,0.055766733835814736,82.16493783256253,0.032350801506791024,164.646372436052,0.170392625117427,50.09611410389557,81.01396613586047,2.2362396173648604,-9.87159042714329,-9.87159042714329,8.136078506634354E-9,1.755E-8,7.536E-5,6.128268737599648E-13,completed_nonisomorphic_3d_constitutive_postprocess,B
inverse_CFFF_U_Vf06,10,1,1.0,6707.689052426187,144.28285092166607,0.11153346767162947,164.32987566512506,0.06470160301358205,329.292744872103,0.340785250234854,50.09611410389542,81.01396613586047,2.2362396173648604,-9.87159042714329,-9.87159042714329,8.136078506634354E-9,1.755E-8,7.536E-5,6.128268737599648E-13,completed_nonisomorphic_3d_constitutive_postprocess,B
inverse_CFFF_U_Vf06,10,1,2.0,13415.378104852374,288.56570184333214,0.22306693534325894,328.6597513302501,0.1294032060271641,658.585489744207,0.681570500469709,50.096114103895495,81.01396613586047,2.2362396173648604,-9.87159042714329,-9.87159042714329,8.136078506634354E-9,1.755E-8,7.536E-5,6.128268737599648E-13,completed_nonisomorphic_3d_constitutive_postprocess,B
