case_id,solve_u,solve_phi,solve_psi,solve_T,method,evidence_tier,mechanical_force_balance_residual,electric_weak_moment_residual,magnetic_weak_moment_residual,thermal_weak_moment_residual,solid_discrete_segregated_group_relative_error,electric_discrete_segregated_group_relative_error,magnetic_discrete_segregated_group_relative_error,thermal_discrete_segregated_group_relative_error,solid_solver_linear_residual,electric_solver_linear_residual,magnetic_solver_linear_residual,thermal_solver_linear_residual,status,same_stationary,open_circuit_electric,open_circuit_magnetic,insulated_thermal,independent_dof_fields,api_channel_isolation_status,solver_has_problems,residual_definition,solver_linear_residual,solver_relative_tolerance,physics_residual_limit,solver_convergence_limit,mesh_divisions,thickness_divisions_per_layer,physical_layer_count,fg_mode,vf0,isomorphic_to_matlab_10layer,comparison_scope,mechanical_discretization,geometry_material_boundary_layer_observable_aligned,field_residual_evaluation_status,solver_strategy,coupling_equivalent_to_matlab,convergence_termination,segregated_termination,fixed_segregated_iterations,direct_error_check,layer_field_layout,observable_definition,layer_drop_definition,run_id,source_sha256
inverse_CFFF_U_Vf06_10layer,true,true,true,true,sequential_equivalent_four_field_solution,A_independent_block_triangular_fields,4.700303617292122E-14,1.2198678800485623E-15,4.3264408644997E-15,6.476968937736048E-18,2.0E-14,5.7E-12,1.3E-11,7.6E-11,1.6E-14,5.5E-14,5.7E-14,4.2E-16,completed_full_field,true,true,true,true,true,pass,false,mechanical=global_force_balance;weak_moment=max_layer_normalized_constitutive_flux_moment;discrete_group_error=max_final_outer_iteration_error_by_field;solver_linear_residual=max_final_inner_LinRes_by_field,5.7E-14,1e-4,1.0E-6,1.0E-5,10,1,10,U,0.6,false,same_geometry_material_boundary_observable_nonisomorphic_mechanics,COMSOL_3D_quadratic_solid_vs_MATLAB_LRT5_shell,true,pass,segregated_same_stationary,true,fixed_25_segregated_iterations_with_final_residual_gate,iter,25,auto_enabled,independent_per_physical_layer,max_minus_min_of_layer_top_bottom_area_average_potential_difference,layer_thickness_times_volume_average_potential_gradient_equivalent_to_face_average_difference,20260720T053017957Z,a42bc3aa158cdb948719c409a89eef88f51aafcd3586a8e2fb236298ec4609d1
