case_id,mesh_divisions,thickness_divisions_per_layer,physical_layer_count,target_w_mm,probe_pressure_Pa,probe_w_mm,comsol_electric_V,comsol_magnetic_A,comsol_reciprocal_temperature_K,target_w_relative_error,target_solution_mode,status,evidence_tier,run_id,source_sha256
inverse_CFFF_U_Vf06_10layer,10,1,10,0.5,3614.6316679305496,-0.5000000000000034,79.8741601878312,0.03144885360984346,-4.6884212661413294E-5,6.8833827526759706E-15,independent_stationary_resolve,completed_full_field,A_independent_block_triangular_fields,20260720T053017957Z,a42bc3aa158cdb948719c409a89eef88f51aafcd3586a8e2fb236298ec4609d1
inverse_CFFF_U_Vf06_10layer,10,1,10,1.0,7229.263335861099,-1.000000000000011,159.74832037566375,0.06289770721968752,-9.376842532313746E-5,1.1102230246251565E-14,independent_stationary_resolve,completed_full_field,A_independent_block_triangular_fields,20260720T053017957Z,a42bc3aa158cdb948719c409a89eef88f51aafcd3586a8e2fb236298ec4609d1
inverse_CFFF_U_Vf06_10layer,10,1,10,2.0,14458.526671722198,-2.0000000000000115,319.49664075132426,0.12579541443937375,-1.8753685064487602E-4,5.773159728050814E-15,independent_stationary_resolve,completed_full_field,A_independent_block_triangular_fields,20260720T053017957Z,a42bc3aa158cdb948719c409a89eef88f51aafcd3586a8e2fb236298ec4609d1
