mesh_divisions,thickness_divisions_per_layer,physical_layer_count,fg_mode,vf0,isomorphic_to_matlab_10layer,comparison_scope,mechanical_discretization,method,solver_strategy,coupling_equivalent_to_matlab,observable_definition,target_w_mm,comsol_electric_V,matlab_electric_V,electric_error_pct,comsol_magnetic_A,matlab_magnetic_A,magnetic_error_pct,matlab_mechanical_thermal_relative_residual,matlab_sensor_relative_residual,matlab_solve_status,matlab_sensor_status,status,evidence_tier
10,1,10,U,0.6,false,same_geometry_material_boundary_observable_nonisomorphic_mechanics,COMSOL_3D_quadratic_solid_vs_MATLAB_LRT5_shell,sequential_equivalent_four_field_solution,segregated_same_stationary,true,max_minus_min_of_layer_top_bottom_area_average_potential_difference,0.5,79.874160187831194,78.431689370934393,1.8391428623636903,0.031448853609843459,0.0308809095657324,1.8391428623633854,6.26547539417787e-11,2.96683106493006e-16,ok,ok,completed_full_field,A_independent_block_triangular_fields
10,1,10,U,0.6,false,same_geometry_material_boundary_observable_nonisomorphic_mechanics,COMSOL_3D_quadratic_solid_vs_MATLAB_LRT5_shell,sequential_equivalent_four_field_solution,segregated_same_stationary,true,max_minus_min_of_layer_top_bottom_area_average_potential_difference,1,159.74832037566375,156.86337874186901,1.8391428623644124,0.062897707219687515,0.0617618191314648,1.8391428623643515,6.26547539417787e-11,2.96683106493006e-16,ok,ok,completed_full_field,A_independent_block_triangular_fields
10,1,10,U,0.6,false,same_geometry_material_boundary_observable_nonisomorphic_mechanics,COMSOL_3D_quadratic_solid_vs_MATLAB_LRT5_shell,sequential_equivalent_four_field_solution,segregated_same_stationary,true,max_minus_min_of_layer_top_bottom_area_average_potential_difference,2,319.49664075132426,313.726757483737,1.8391428623637118,0.12579541443937375,0.12352363826293,1.8391428623629862,6.26547539417787e-11,2.96683106493006e-16,ok,ok,completed_full_field,A_independent_block_triangular_fields
