x_over_a,x_m,y_m,z_m,w_mm
0.0,0.0,0.15,0,0.0
0.1,0.03,0.15,0,-0.0017087716701794137
0.2,0.06,0.15,0,-0.007726664537233753
0.3,0.09,0.15,0,-0.018797090443614658
0.4,0.12,0.15,0,-0.03520493291204498
0.5,0.15,0.15,0,-0.05697196928358616
0.6,0.18,0.15,0,-0.08400535624933922
0.7,0.21000000000000002,0.15,0,-0.11618180799788565
0.8,0.24,0.15,0,-0.1533830413642169
0.9,0.26999999999999996,0.15,0,-0.1955074995166379
1.0,0.3,0.15,0,-0.24247726555373578
