x_over_a,x_m,y_m,z_m,w_mm
0.0,0.0,0.15,0,0.0
0.1,0.03,0.15,0,-0.0017126865699142537
0.2,0.06,0.15,0,-0.0077521809204526525
0.3,0.09,0.15,0,-0.01884930458899517
0.4,0.12,0.15,0,-0.03528309223003993
0.5,0.15,0.15,0,-0.057073301814306907
0.6,0.18,0.15,0,-0.08412684064632167
0.7,0.21000000000000002,0.15,0,-0.11632027325122438
0.8,0.24,0.15,0,-0.15353607718757395
0.9,0.26999999999999996,0.15,0,-0.19567209352460313
1.0,0.3,0.15,0,-0.24264802869064345
