x_over_a,x_m,y_m,z_m,w_mm
0.0,0.0,0.15,0,0.0
0.1,0.03,0.15,0,0.0057239971085624765
0.2,0.06,0.15,0,0.025908687498704983
0.3,0.09,0.15,0,0.06299656145617517
0.4,0.12,0.15,0,0.11792018512952325
0.5,0.15,0.15,0,0.19074559193478624
0.6,0.18,0.15,0,0.2811616552797614
0.7,0.21000000000000002,0.15,0,0.3887558394883536
0.8,0.24,0.15,0,0.5131353709345857
0.9,0.26999999999999996,0.15,0,0.6539588226297028
1.0,0.3,0.15,0,0.8109578441455465
