x_over_a,x_m,y_m,z_m,w_mm
0.0,0.0,0.15,0,0.0
0.1,0.03,0.15,0,0.005710912964492095
0.2,0.06,0.15,0,0.025823408421120395
0.3,0.09,0.15,0,0.06282205494338008
0.4,0.12,0.15,0,0.11765896629952674
0.5,0.15,0.15,0,0.1904069248957147
0.6,0.18,0.15,0,0.2807556376397217
0.7,0.21000000000000002,0.15,0,0.38829306906035704
0.8,0.24,0.15,0,0.5126239031128308
0.9,0.26999999999999996,0.15,0,0.6534087251161105
1.0,0.3,0.15,0,0.8103871277805519
