load_case,inplane_divisions,thickness_elements_per_physical_layer,bottom_stress_Pa,top_stress_Pa,w_center_mm,w_free_mid_mm,total_elements,fixed_face_count,bottom_domain_count,top_domain_count,status
electric_equivalent_stress,2,1,4934000.0,-4934000.0,-0.06387922533207284,-0.2585524185972477,40.0,10,1,1,completed
