case_id,fg_mode,vf0,e0,porosity_name,porosity_mode,load_case,input_file,w_center_mm,theta_mean_K,theta_min_K,theta_max_K,theta_span_K,magnetoelectric_efficiency,load_scale,volt,magnetic,status,message,output_mat
U_Vf70_e20_Even_magneto,U,0.7,0.2,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e20_Even-30x30-10layer.txt,-0.163020008137569,6.66133814775094e-16,-0.334455440657765,0.334455440657766,0.668910881315532,0.434819141216703,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e20_Even_magneto.mat
U_Vf90_e20_Even_elastic,U,0.9,0.2,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e20_Even-30x30-10layer.txt,-4.13330266885518,2.2870594307278203e-15,-1.89985407807498,1.89985407807498,3.79970815614996,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e20_Even_elastic.mat
U_Vf90_e20_Even_electro,U,0.9,0.2,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.9_e20_Even-30x30-10layer.txt,-0.0590072968796038,4.16333634234434e-17,-0.104446599279922,0.104446599279922,0.208893198559844,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e20_Even_electro.mat
U_Vf90_e20_Even_magneto,U,0.9,0.2,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e20_Even-30x30-10layer.txt,-1.23494559623618,7.54951656745106e-16,-2.18593080248538,2.18593080248538,4.37186160497076,2.64506792405286,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e20_Even_magneto.mat
U_Vf10_e20_Uneven_elastic,U,0.1,0.2,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.1_e20_Uneven-30x30-10layer.txt,-1.43996194011269,-2.44249065417534e-16,-1.24468195455511,1.24468195455511,2.48936390911023,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf10_e20_Uneven_elastic.mat
U_Vf10_e20_Uneven_electro,U,0.1,0.2,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.1_e20_Uneven-30x30-10layer.txt,-0.0085671883073719,2.77555756156289e-18,-0.0323331296767826,0.0323331296767827,0.0646662593535653,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf10_e20_Uneven_electro.mat
U_Vf10_e20_Uneven_magneto,U,0.1,0.2,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.1_e20_Uneven-30x30-10layer.txt,1.12691002514282,-3.5527136788005e-16,-4.25303222822641,4.25303222822641,8.50606445645282,5.33864390005372,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf10_e20_Uneven_magneto.mat
U_Vf30_e20_Uneven_elastic,U,0.3,0.2,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.3_e20_Uneven-30x30-10layer.txt,-1.68926927856091,9.54791801177635e-16,-1.1321634897057,1.1321634897057,2.26432697941139,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf30_e20_Uneven_elastic.mat
U_Vf30_e20_Uneven_electro,U,0.3,0.2,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.3_e20_Uneven-30x30-10layer.txt,-0.0261301519634231,3.05311331771918e-17,-0.0750049055256144,0.0750049055256144,0.150009811051229,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf30_e20_Uneven_electro.mat
U_Vf30_e20_Uneven_magneto,U,0.3,0.2,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.3_e20_Uneven-30x30-10layer.txt,0.85361420232592,-1.02140518265514e-15,-2.45024417345266,2.45024417345266,4.90048834690532,3.50952910988536,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf30_e20_Uneven_magneto.mat
U_Vf50_e20_Uneven_elastic,U,0.5,0.2,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.5_e20_Uneven-30x30-10layer.txt,-2.03249806587303,2.95319324550292e-15,-1.14627319830096,1.14627319830097,2.29254639660193,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf50_e20_Uneven_elastic.mat
U_Vf50_e20_Uneven_electro,U,0.5,0.2,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.5_e20_Uneven-30x30-10layer.txt,-0.0440100654582225,1.08246744900953e-16,-0.103694689270035,0.103694689270036,0.207389378540071,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf50_e20_Uneven_electro.mat
U_Vf50_e20_Uneven_magneto,U,0.5,0.2,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.5_e20_Uneven-30x30-10layer.txt,0.454452757642226,-1.02140518265514e-15,-1.07076272213725,1.07076272213725,2.14152544427449,1.58680508033264,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf50_e20_Uneven_magneto.mat
U_Vf70_e20_Uneven_elastic,U,0.7,0.2,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.7_e20_Uneven-30x30-10layer.txt,-2.54732835255843,-1.50990331349021e-15,-1.26624779848173,1.26624779848173,2.53249559696346,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf70_e20_Uneven_elastic.mat
U_Vf70_e20_Uneven_electro,U,0.7,0.2,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.7_e20_Uneven-30x30-10layer.txt,-0.0619703920388793,-6.66133814775094e-17,-0.124417115484056,0.124417115484055,0.248834230968111,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf70_e20_Uneven_electro.mat
U_Vf70_e20_Uneven_magneto,U,0.7,0.2,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e20_Uneven-30x30-10layer.txt,-0.163102561541347,-1.72084568816899e-16,-0.327458800375795,0.327458800375795,0.65491760075159,0.471775372688673,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e20_Uneven_magneto.mat
U_Vf90_e20_Uneven_elastic,U,0.9,0.2,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e20_Uneven-30x30-10layer.txt,-3.41410082229661,-5.81756864903582e-15,-1.54100092816721,1.5410009281672,3.08200185633441,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e20_Uneven_elastic.mat
U_Vf90_e20_Uneven_electro,U,0.9,0.2,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.9_e20_Uneven-30x30-10layer.txt,-0.0793492839686295,-2.3037127760972e-16,-0.137688355983283,0.137688355983283,0.275376711966567,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e20_Uneven_electro.mat
U_Vf90_e20_Uneven_magneto,U,0.9,0.2,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e20_Uneven-30x30-10layer.txt,-1.23532339871527,-3.774758283725531e-15,-2.14355617811095,2.14355617811094,4.28711235622188,2.81892622184007,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e20_Uneven_magneto.mat
U_Vf10_e20_LogUneven_elastic,U,0.1,0.2,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.1_e20_LogUneven-30x30-10layer.txt,-1.64374344898563,-9.54791801177635e-16,-1.44192409014409,1.44192409014408,2.88384818028817,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf10_e20_LogUneven_elastic.mat
U_Vf10_e20_LogUneven_electro,U,0.1,0.2,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.1_e20_LogUneven-30x30-10layer.txt,-0.0055550254073919,-3.46944695195361e-18,-0.0212908627936724,0.0212908627936723,0.0425817255873447,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf10_e20_LogUneven_electro.mat
U_Vf10_e20_LogUneven_magneto,U,0.1,0.2,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.1_e20_LogUneven-30x30-10layer.txt,1.01951765636154,8.43769498715119e-16,-3.90752677900046,3.90752677900046,7.81505355800092,5.06941649306192,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf10_e20_LogUneven_magneto.mat
U_Vf30_e20_LogUneven_elastic,U,0.3,0.2,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.3_e20_LogUneven-30x30-10layer.txt,-1.9309126844142,1.33226762955019e-15,-1.31383221429124,1.31383221429124,2.62766442858249,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf30_e20_LogUneven_elastic.mat
U_Vf30_e20_LogUneven_electro,U,0.3,0.2,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.3_e20_LogUneven-30x30-10layer.txt,-0.0168949040890054,3.05311331771918e-17,-0.0492681819403587,0.0492681819403588,0.0985363638807175,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf30_e20_LogUneven_electro.mat
U_Vf30_e20_LogUneven_magneto,U,0.3,0.2,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.3_e20_LogUneven-30x30-10layer.txt,0.77351865675091,-1.6431300764452302e-15,-2.25570134730779,2.25570134730779,4.51140269461557,3.21693728310193,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf30_e20_LogUneven_magneto.mat
U_Vf50_e20_LogUneven_elastic,U,0.5,0.2,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.5_e20_LogUneven-30x30-10layer.txt,-2.32543907925581,2.9309887850104103e-15,-1.33080905544357,1.33080905544358,2.66161811088715,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf50_e20_LogUneven_elastic.mat
U_Vf50_e20_LogUneven_electro,U,0.5,0.2,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.5_e20_LogUneven-30x30-10layer.txt,-0.0283712305757429,8.32667268468867e-17,-0.0678749712652146,0.0678749712652147,0.135749942530429,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf50_e20_LogUneven_electro.mat
U_Vf50_e20_LogUneven_magneto,U,0.5,0.2,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.5_e20_LogUneven-30x30-10layer.txt,0.412068002016185,-1.1879386363489202e-15,-0.985826248235963,0.985826248235961,1.97165249647192,1.43376554001809,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf50_e20_LogUneven_magneto.mat
U_Vf70_e20_LogUneven_elastic,U,0.7,0.2,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.7_e20_LogUneven-30x30-10layer.txt,-2.91736371433975,-3.774758283725531e-15,-1.47063258473213,1.47063258473212,2.94126516946425,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf70_e20_LogUneven_elastic.mat
U_Vf70_e20_LogUneven_electro,U,0.7,0.2,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.7_e20_LogUneven-30x30-10layer.txt,-0.039812126326258,-7.07767178198537e-17,-0.081100351074497,0.0811003510744968,0.162200702148994,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf70_e20_LogUneven_electro.mat
U_Vf70_e20_LogUneven_magneto,U,0.7,0.2,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e20_LogUneven-30x30-10layer.txt,-0.14804216773256,-2.77555756156289e-16,-0.301573236206833,0.301573236206833,0.603146472413666,0.429704388186396,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e20_LogUneven_magneto.mat
U_Vf90_e20_LogUneven_elastic,U,0.9,0.2,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e20_LogUneven-30x30-10layer.txt,-3.91304068694853,1.66533453693773e-15,-1.78885767541606,1.78885767541606,3.57771535083212,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e20_LogUneven_elastic.mat
U_Vf90_e20_LogUneven_electro,U,0.9,0.2,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.9_e20_LogUneven-30x30-10layer.txt,-0.0507886233998679,3.46944695195361e-17,-0.0892946553395988,0.0892946553395989,0.178589310679198,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e20_LogUneven_electro.mat
U_Vf90_e20_LogUneven_magneto,U,0.9,0.2,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e20_LogUneven-30x30-10layer.txt,-1.12158730123258,8.43769498715119e-16,-1.97193278347233,1.97193278347233,3.94386556694466,2.64275369062465,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e20_LogUneven_magneto.mat
U_Vf10_e30_Even_elastic,U,0.1,0.3,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.1_e30_Even-30x30-10layer.txt,-1.99762983051231,5.484501741648271e-15,-1.78644297115792,1.78644297115793,3.57288594231585,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf10_e30_Even_elastic.mat
U_Vf10_e30_Even_electro,U,0.1,0.3,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.1_e30_Even-30x30-10layer.txt,-0.0054833729192513,3.7470027081099e-17,-0.0215099874096339,0.021509987409634,0.0430199748192679,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf10_e30_Even_electro.mat
U_Vf10_e30_Even_magneto,U,0.1,0.3,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.1_e30_Even-30x30-10layer.txt,1.13846982899098,-7.549516567451061e-15,-4.4659504374791,4.46595043747909,8.93190087495818,4.95995427304239,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf10_e30_Even_magneto.mat
U_Vf30_e30_Even_elastic,U,0.3,0.3,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.3_e30_Even-30x30-10layer.txt,-2.3499536387824,-2.3314683517128303e-15,-1.63080030552814,1.63080030552813,3.26160061105627,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf30_e30_Even_elastic.mat
U_Vf30_e30_Even_electro,U,0.3,0.3,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.3_e30_Even-30x30-10layer.txt,-0.016681302476303,-3.2612801348364e-17,-0.0498082699789556,0.0498082699789555,0.0996165399579111,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf30_e30_Even_electro.mat
U_Vf30_e30_Even_magneto,U,0.3,0.3,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.3_e30_Even-30x30-10layer.txt,0.865133265358344,1.8651746813702603e-15,-2.5831790598913,2.5831790598913,5.1663581197826,3.13843657166127,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf30_e30_Even_magneto.mat
U_Vf50_e30_Even_elastic,U,0.5,0.3,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.5_e30_Even-30x30-10layer.txt,-2.83395748115993,2.44249065417534e-15,-1.65325694632178,1.65325694632178,3.30651389264356,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf50_e30_Even_elastic.mat
U_Vf50_e30_Even_electro,U,0.5,0.3,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.5_e30_Even-30x30-10layer.txt,-0.0280266100119993,3.19189119579732e-17,-0.0686087538637236,0.0686087538637237,0.137217507727447,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf50_e30_Even_electro.mat
U_Vf50_e30_Even_magneto,U,0.5,0.3,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.5_e30_Even-30x30-10layer.txt,0.461822412157107,-4.88498130835069e-16,-1.13053488058739,1.13053488058738,2.26106976117477,1.39576632564197,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf50_e30_Even_magneto.mat
U_Vf70_e30_Even_elastic,U,0.7,0.3,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.7_e30_Even-30x30-10layer.txt,-3.55903101519455,4.5075054799781404e-15,-1.82782974051424,1.82782974051425,3.65565948102849,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf70_e30_Even_elastic.mat
U_Vf70_e30_Even_electro,U,0.7,0.3,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.7_e30_Even-30x30-10layer.txt,-0.0393116625399456,9.99200722162641e-17,-0.0818809049171788,0.081880904917179,0.163761809834358,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf70_e30_Even_electro.mat
U_Vf70_e30_Even_magneto,U,0.7,0.3,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e30_Even-30x30-10layer.txt,-0.166065118331082,4.27435864480685e-16,-0.345891302603119,0.345891302603119,0.691782605206238,0.417125755572533,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e30_Even_magneto.mat
U_Vf90_e30_Even_elastic,U,0.9,0.3,Even,1,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e30_Even-30x30-10layer.txt,-4.77737872856551,2.7533531010703903e-15,-2.22275110555023,2.22275110555023,4.44550221110046,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e30_Even_elastic.mat
U_Vf90_e30_Even_electro,U,0.9,0.3,Even,1,electro,cases/porous/Porous_CFFF_U_Vf0.9_e30_Even-30x30-10layer.txt,-0.0501070528591712,4.9960036108131996e-17,-0.0899600171497084,0.0899600171497085,0.179920034299417,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e30_Even_electro.mat
U_Vf90_e30_Even_magneto,U,0.9,0.3,Even,1,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e30_Even-30x30-10layer.txt,-1.25859924757024,1.4654943925052101e-15,-2.25963419200596,2.25963419200597,4.51926838401193,2.56040404856546,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e30_Even_magneto.mat
U_Vf10_e30_Uneven_elastic,U,0.1,0.3,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.1_e30_Uneven-30x30-10layer.txt,-1.48491966983379,-5.32907051820075e-16,-1.28763300544277,1.28763300544277,2.57526601088554,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf10_e30_Uneven_elastic.mat
U_Vf10_e30_Uneven_electro,U,0.1,0.3,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.1_e30_Uneven-30x30-10layer.txt,-0.0086268445374841,-4.16333634234434e-18,-0.0326847262298964,0.0326847262298964,0.0653694524597928,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf10_e30_Uneven_electro.mat
U_Vf10_e30_Uneven_magneto,U,0.1,0.3,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.1_e30_Uneven-30x30-10layer.txt,1.15222011342401,4.44089209850063e-16,-4.36544310034647,4.36544310034647,8.73088620069294,5.29487246670184,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf10_e30_Uneven_magneto.mat
U_Vf30_e30_Uneven_elastic,U,0.3,0.3,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.3_e30_Uneven-30x30-10layer.txt,-1.74235813415037,2.44249065417534e-16,-1.17164143281088,1.17164143281088,2.34328286562175,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf30_e30_Uneven_elastic.mat
U_Vf30_e30_Uneven_electro,U,0.3,0.3,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.3_e30_Uneven-30x30-10layer.txt,-0.0263186640348375,1.66533453693773e-17,-0.0758481580143971,0.0758481580143972,0.151696316028794,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf30_e30_Uneven_electro.mat
U_Vf30_e30_Uneven_magneto,U,0.3,0.3,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.3_e30_Uneven-30x30-10layer.txt,0.87309719675332,-6.21724893790088e-16,-2.5161920853293,2.5161920853293,5.0323841706586,3.48049094166215,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf30_e30_Uneven_magneto.mat
U_Vf50_e30_Uneven_elastic,U,0.5,0.3,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.5_e30_Uneven-30x30-10layer.txt,-2.09699398328292,-7.771561172376101e-16,-1.1860861391502,1.18608613915019,2.37217227830039,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf50_e30_Uneven_elastic.mat
U_Vf50_e30_Uneven_electro,U,0.5,0.3,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.5_e30_Uneven-30x30-10layer.txt,-0.04433129228491,-1.66533453693773e-17,-0.104820230702298,0.104820230702298,0.209640461404596,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf50_e30_Uneven_electro.mat
U_Vf50_e30_Uneven_magneto,U,0.5,0.3,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.5_e30_Uneven-30x30-10layer.txt,0.465189265416278,2.66453525910038e-16,-1.09992837132301,1.09992837132301,2.19985674264602,1.5728874761039,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf50_e30_Uneven_magneto.mat
U_Vf70_e30_Uneven_elastic,U,0.7,0.3,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.7_e30_Uneven-30x30-10layer.txt,-2.62865755095411,7.13460353864992e-06,-1.31040290266581,1.31041717269182,2.62082007535764,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf70_e30_Uneven_elastic.mat
U_Vf70_e30_Uneven_electro,U,0.7,0.3,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.7_e30_Uneven-30x30-10layer.txt,-0.0624071737627588,6.55396589901991e-07,-0.125726316146099,0.125727627014507,0.251453943160606,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf70_e30_Uneven_electro.mat
U_Vf70_e30_Uneven_magneto,U,0.7,0.3,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e30_Uneven-30x30-10layer.txt,-0.166888795719336,1.75265664213997e-06,-0.336216371087607,0.336219876602067,0.672436247689674,0.466838713406691,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e30_Uneven_magneto.mat
U_Vf90_e30_Uneven_elastic,U,0.9,0.3,Uneven,2,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e30_Uneven-30x30-10layer.txt,-3.52280517444084,-4.88498130835069e-16,-1.59448787017971,1.59448787017971,3.18897574035942,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e30_Uneven_elastic.mat
U_Vf90_e30_Uneven_electro,U,0.9,0.3,Uneven,2,electro,cases/porous/Porous_CFFF_U_Vf0.9_e30_Uneven-30x30-10layer.txt,-0.0799187370652333,8.326672684688669e-18,-0.139142634042255,0.139142634042255,0.278285268084511,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e30_Uneven_electro.mat
U_Vf90_e30_Uneven_magneto,U,0.9,0.3,Uneven,2,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e30_Uneven-30x30-10layer.txt,-1.26351418996828,-2.2204460492503099e-16,-2.19984322818277,2.19984322818277,4.39968645636554,2.78195045962163,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e30_Uneven_magneto.mat
U_Vf10_e30_LogUneven_elastic,U,0.1,0.3,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.1_e30_LogUneven-30x30-10layer.txt,-1.82846193405336,-5.10702591327572e-16,-1.61960448766509,1.61960448766509,3.23920897533017,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf10_e30_LogUneven_elastic.mat
U_Vf10_e30_LogUneven_electro,U,0.1,0.3,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.1_e30_LogUneven-30x30-10layer.txt,-0.0042875551856974,-6.938893903907231e-19,-0.0166121909468698,0.0166121909468698,0.0332243818937396,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf10_e30_LogUneven_electro.mat
U_Vf10_e30_LogUneven_magneto,U,0.1,0.3,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.1_e30_LogUneven-30x30-10layer.txt,0.96976660833587,2.66453525910038e-16,-3.75737392845884,3.75737392845883,7.51474785691767,4.98632138146369,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf10_e30_LogUneven_magneto.mat
U_Vf30_e30_LogUneven_elastic,U,0.3,0.3,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.3_e30_LogUneven-30x30-10layer.txt,-2.14920172045346,-1.26565424807268e-15,-1.47612471050238,1.47612471050237,2.95224942100475,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf30_e30_LogUneven_elastic.mat
U_Vf30_e30_LogUneven_electro,U,0.3,0.3,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.3_e30_LogUneven-30x30-10layer.txt,-0.0130311401057612,-6.93889390390723e-18,-0.0384028280522151,0.0384028280522151,0.0768056561044302,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf30_e30_LogUneven_electro.mat
U_Vf30_e30_LogUneven_magneto,U,0.3,0.3,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.3_e30_LogUneven-30x30-10layer.txt,0.736111382450307,4.88498130835069e-16,-2.16932352947543,2.16932352947543,4.33864705895086,3.11855850364978,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf30_e30_LogUneven_magneto.mat
U_Vf50_e30_LogUneven_elastic,U,0.5,0.3,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.5_e30_LogUneven-30x30-10layer.txt,-2.59005581911491,-1.11022302462516e-15,-1.49673782554354,1.49673782554354,2.99347565108708,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf50_e30_LogUneven_elastic.mat
U_Vf50_e30_LogUneven_electro,U,0.5,0.3,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.5_e30_LogUneven-30x30-10layer.txt,-0.0218527908625631,-2.56739074444567e-17,-0.0528519644169133,0.0528519644169132,0.105703928833826,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf50_e30_LogUneven_electro.mat
U_Vf50_e30_LogUneven_magneto,U,0.5,0.3,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.5_e30_LogUneven-30x30-10layer.txt,0.392688152324511,4.77395900588817e-16,-0.94973408127656,0.949734081276561,1.89946816255312,1.38572297869913,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf50_e30_LogUneven_magneto.mat
U_Vf70_e30_LogUneven_elastic,U,0.7,0.3,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.7_e30_LogUneven-30x30-10layer.txt,-3.2509560732845,1.6875389974302402e-15,-1.65424048579817,1.65424048579818,3.30848097159635,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf70_e30_LogUneven_elastic.mat
U_Vf70_e30_LogUneven_electro,U,0.7,0.3,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.7_e30_LogUneven-30x30-10layer.txt,-0.03061011052863,4.02455846426619e-17,-0.0630120250072912,0.0630120250072913,0.126024050014582,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf70_e30_LogUneven_electro.mat
