case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,isotropic_reduced,volume_external_stress,20,10,2096.807325613237,2.0000000002463025,8.502523172226283,0.1745857472,0.175,0.173,1045.5688865341137,1042.8571429978872,1056.0693643042212,2096.803830934363,0.003494678874951091,0.003494678875891894,2096.8038309343638,3494678.876022072,-3494678.876022087,-1.728817639968119E8,1.7288176399681264E8,completed
