target_abs_w_mm,matlab_zero_temperature_layer_span_V,three_d_mechanics_zero_temperature_layer_span_V,matlab_zero_temperature_layer_span_A,three_d_mechanics_zero_temperature_layer_span_A,matlab_layer_span_V,three_d_mechanics_postprocess_layer_span_V,matlab_layer_span_A,three_d_mechanics_postprocess_layer_span_A,shared_mechanical_scale_difference_pct,observable_definition,thermal_boundary_for_corrected_span,independent_comsol_phi_psi_pde,reporting_status
0.5,68.9062639956534,71.29415727195605,0.05326589070453365,0.05511177894304917,78.4802748394657,81.1999480555809,0.030900039122573032,0.03197085607562874,3.465422644961939,max_minus_min_of_layerwise_potential_difference_dofs,no_external_thermal_load_with_reciprocal_temperature_response_from_KTu_u_plus_KTT_T_equals_zero,no,exploratory_nonindependent_constitutive_postprocess
1.0,137.8125279913068,142.5883145439121,0.1065317814090673,0.11022355788609833,156.9605496789314,162.3998961111618,0.061800078245146065,0.06394171215125748,3.465422644961939,max_minus_min_of_layerwise_potential_difference_dofs,no_external_thermal_load_with_reciprocal_temperature_response_from_KTu_u_plus_KTT_T_equals_zero,no,exploratory_nonindependent_constitutive_postprocess
2.0,275.6250559826136,285.1766290878242,0.2130635628181346,0.22044711577219667,313.9210993578628,324.7997922223236,0.12360015649029213,0.12788342430251495,3.465422644961939,max_minus_min_of_layerwise_potential_difference_dofs,no_external_thermal_load_with_reciprocal_temperature_response_from_KTu_u_plus_KTT_T_equals_zero,no,exploratory_nonindependent_constitutive_postprocess
