case_id,material_model,coupling_mode,inplane_divisions,thickness_divisions_per_layer,magnetic_potential_layer_A,w_center_mm,w_free_mid_mm,matlab_reference_mm,qian_present_reference_mm,qian_comsol_reference_mm,relative_error_matlab_pct,relative_error_qian_present_pct,relative_error_qian_comsol_pct,Vm_bottom_outer_A,Vm_bottom_inner_A,Vm_top_inner_A,Vm_top_outer_A,Hz_bottom_Apm,Hz_top_Apm,sigma_bottom_Pa,sigma_top_Pa,status
direct_magnetic_CFFF_U_Vf06,isotropic_reduced,volume_external_stress,20,10,572.7844432631446,0.5463396053249225,2.3226325767733482,0.1745857472,0.175,0.173,212.93482663224103,212.19406018567003,215.80324007220958,572.7834886224063,9.546407384793511E-4,9.546407387363497E-4,572.7834886224066,954640.7387719104,-954640.7387719145,-4.7226077347046405E7,4.7226077347046606E7,completed
