tag,case_file,load_case,load_scale,volt,magnetic,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,static_center_mm,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,frequency_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz
dynamic_10x10_V_Vf06_elastic_fgsweep,G:\fg-meet-workbench\cases\dynamic_10x10\Thermal_CFFF_V_Vf0.6-10x10-10layer.txt,elastic,-15000,0,0,0.0001,0.04,401,171,0.15,0.15,0,748,-1.62151798925045,-3.29176350471586,-3.40272165422012,3.40272165422012,0.0249999999999999,2.09847912682919,0,5.37375675504514,ok,60.911541111558,132.146502130305,368.757404804889,460.339175185775,501.169341354861,864.564320002664
