tag,case_file,load_case,load_scale,volt,magnetic,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,static_center_mm,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,frequency_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz
dynamic_10x10_X_Vf06_elastic_fgsweep,G:\fg-meet-workbench\cases\dynamic_10x10\Thermal_CFFF_X_Vf0.6-10x10-10layer.txt,elastic,-15000,0,0,0.0001,0.04,401,171,0.15,0.15,0,748,-1.81109030918032,-2.5214650886196,-3.80537857388367,3.80537857388367,0.0262999999999999,2.10115340720141,0,4.48003941976338,ok,57.6180373266395,129.892748796721,349.19540044961,440.252420352115,485.208135864441,840.381498114838
