tag,case_file,load_case,load_scale,volt,magnetic,dt_s,total_s,steps,center_node_id,center_x_m,center_y_m,center_z_m,center_reduced_dof,static_center_mm,final_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_min_K,theta_span_max_K,frequency_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz
dynamic_10x10_P_Vf06_elastic_fgsweep,G:\fg-meet-workbench\cases\dynamic_10x10\Thermal_CFFF_P_Vf0.6-10x10-10layer.txt,elastic,-15000,0,0,0.0001,0.04,401,171,0.15,0.15,0,748,-1.53461149520473,-3.21104619908191,-3.21583020292411,3.21583020292411,0.0397000000000001,2.09553376406521,0,5.31545688309527,ok,62.9274061661342,133.935863813614,380.746404500313,472.944400045046,511.975360595376,880.290051351484
