time_s,w_center_mm,theta_span_K,theta_layer_01_K,theta_layer_02_K,theta_layer_03_K,theta_layer_04_K,theta_layer_05_K,theta_layer_06_K,theta_layer_07_K,theta_layer_08_K,theta_layer_09_K,theta_layer_10_K
0.0255999999999999,-3.75949744862664,4.40447665965326,2.20223832982663,1.87434093212658,1.49530863913517,1.0309204631432,0.412694906692753,-0.412694906692765,-1.03092046314321,-1.49530863913518,-1.87434093212658,-2.20223832982663
0.0256999999999999,-3.7694432062109,4.41520943567445,2.20760471783722,1.87890830368201,1.49895238933446,1.03343259779201,0.413700556703161,-0.413700556703173,-1.03343259779202,-1.49895238933447,-1.87890830368202,-2.20760471783723
0.0257999999999999,-3.77893122079989,4.42639227323423,2.21319613661711,1.88366720054883,1.50274893428301,1.03605007472905,0.414748377014157,-0.41474837701417,-1.03605007472906,-1.50274893428301,-1.88366720054884,-2.21319613661712
0.0258999999999999,-3.7872966111903,4.43024888778866,2.21512444389433,1.88530839678561,1.50405824512892,1.03695276151112,0.415109737808339,-0.415109737808352,-1.03695276151113,-1.50405824512893,-1.88530839678562,-2.21512444389433
0.0259999999999999,-3.79397940404338,4.42664574691464,2.21332287345732,1.88377506718797,1.50283498795371,1.03610940327684,0.414772127235799,-0.414772127235812,-1.03610940327685,-1.50283498795372,-1.88377506718797,-2.21332287345733
0.0260999999999999,-3.7991975708978,4.4170547987277,2.20852739936385,1.87969360458666,1.49957888540405,1.03386452709497,0.41387346531227,-0.413873465312282,-1.03386452709498,-1.49957888540406,-1.87969360458667,-2.20852739936385
0.0261999999999999,-3.80315022477469,4.40069428565603,2.20034714282801,1.87273132922675,1.49402453276986,1.03003515325185,0.41234050216198,-0.412340502161993,-1.03003515325186,-1.49402453276987,-1.87273132922675,-2.20034714282802
0.0262999999999999,-3.80537857388367,4.38141159609594,2.19070579804797,1.86452551112013,1.48747810863982,1.02552180903685,0.410533734097642,-0.410533734097654,-1.02552180903686,-1.48747810863983,-1.86452551112014,-2.19070579804798
0.0263999999999999,-3.80518503210837,4.36211446090439,2.18105723045219,1.85631354562293,1.48092678025459,1.02100508364897,0.408725612492579,-0.408725612492592,-1.02100508364898,-1.4809267802546,-1.85631354562293,-2.1810572304522
0.0264999999999999,-3.80207773315895,4.34195098900882,2.17097549450441,1.84773290741593,1.47408133275873,1.01628558178951,0.406836316034553,-0.406836316034565,-1.01628558178952,-1.47408133275874,-1.84773290741594,-2.17097549450442
0.0265999999999999,-3.79600312864945,4.32232148547763,2.16116074273881,1.83937950137274,1.46741716616636,1.01169106161484,0.404997051859892,-0.404997051859904,-1.01169106161485,-1.46741716616637,-1.83937950137275,-2.16116074273882
0.0266999999999999,-3.78733933589408,4.30631234690995,2.15315617345497,1.83256675470062,1.46198210428383,1.00794393117869,0.403497012137138,-0.40349701213715,-1.0079439311787,-1.46198210428384,-1.83256675470062,-2.15315617345498
0.0267999999999999,-3.77613719118078,4.29673940342894,2.14836970171446,1.82849295406688,1.4587321142861,1.00570326921367,0.402600037235929,-0.402600037235941,-1.00570326921368,-1.45873211428611,-1.82849295406688,-2.14836970171447
0.0268999999999999,-3.76170195263408,4.29257536221782,2.14628768110891,1.82672093130727,1.45731843287107,1.00472862554414,0.40220987088204,-0.402209870882052,-1.00472862554415,-1.45731843287108,-1.82672093130728,-2.14628768110891
