case_id,fg_mode,vf0,e0,porosity_name,porosity_mode,load_case,input_file,w_center_mm,theta_mean_K,theta_min_K,theta_max_K,theta_span_K,magnetoelectric_efficiency,load_scale,volt,magnetic,status,message,output_mat,w_abs_mm,w_abs_baseline_mm,theta_span_baseline_K,me_eff_baseline,w_abs_ratio,theta_span_ratio,me_eff_ratio
U_Vf70_e40_LogUneven_magneto,U,0.7,0.4,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.7_e40_LogUneven-30x30-10layer.txt,-0.131414877399166,1.33226762955019e-16,-0.273055047664176,0.273055047664177,0.546110095328353,0.411966298833452,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf70_e40_LogUneven_magneto.mat,0.131414877399166,0.155952885901855,0.621442371122425,0.480139236691404,0.8426575541658692,0.8787783400446131,0.858014232855191
U_Vf90_e40_LogUneven_elastic,U,0.9,0.4,LogUneven,3,elastic,cases/porous/Porous_CFFF_U_Vf0.9_e40_LogUneven-30x30-10layer.txt,-4.90777006412657,-1.7319479184152402e-15,-2.28083138506203,2.28083138506203,4.56166277012406,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_U_Vf90_e40_LogUneven_elastic.mat,4.90777006412657,3.20991999537892,2.88084200820709,,1.528938438089397,1.583447741017578,
U_Vf90_e40_LogUneven_electro,U,0.9,0.4,LogUneven,3,electro,cases/porous/Porous_CFFF_U_Vf0.9_e40_LogUneven-30x30-10layer.txt,-0.0284188052669658,-2.08166817117217e-18,-0.050899431145696,0.050899431145696,0.101798862291392,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_U_Vf90_e40_LogUneven_electro.mat,0.0284188052669658,0.0782418831995812,0.26968680989294,,0.3632172962206758,0.37747067545425744,
U_Vf90_e40_LogUneven_magneto,U,0.9,0.4,LogUneven,3,magneto,cases/porous/Porous_CFFF_U_Vf0.9_e40_LogUneven-30x30-10layer.txt,-0.995790298775512,-2.22044604925031e-17,-1.78350776083161,1.78350776083161,3.56701552166323,2.59922806639324,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_U_Vf90_e40_LogUneven_magneto.mat,0.995790298775512,1.18062714967801,4.06942620297376,2.87496844086013,0.8434418089124003,0.8765401665366509,0.9040892517121355
X_Vf10_e00_Even_elastic,X,0.1,0.0,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.1_e00_Even-30x30-10layer.txt,-1.33031584008413,2.66453525910038e-15,-1.16035496093981,1.16035496093982,2.32070992187963,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf10_e00_Even_elastic.mat,1.33031584008413,1.33031584008413,2.32070992187963,,1.0,1.0,
X_Vf10_e00_Even_electro,X,0.1,0.0,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.1_e00_Even-30x30-10layer.txt,-0.0075011536178611,3.2959746043559304e-17,-0.0285919406500419,0.028591940650042,0.0571838813000839,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf10_e00_Even_electro.mat,0.0075011536178611,0.0075011536178611,0.0571838813000839,,1.0,1.0,
X_Vf10_e00_Even_magneto,X,0.1,0.0,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.1_e00_Even-30x30-10layer.txt,1.07639444483733,-4.6185277824406506e-15,-4.10286305964919,4.10286305964918,8.20572611929837,3.97757545988619,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf10_e00_Even_magneto.mat,1.07639444483733,1.07639444483733,8.20572611929837,3.97757545988619,1.0,1.0,1.0
X_Vf30_e00_Even_elastic,X,0.3,0.0,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.3_e00_Even-30x30-10layer.txt,-1.49119362363557,-2.08721928629529e-15,-1.02464590879149,1.02464590879149,2.04929181758298,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf30_e00_Even_elastic.mat,1.49119362363557,1.49119362363557,2.04929181758298,,1.0,1.0,
X_Vf30_e00_Even_electro,X,0.3,0.0,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.3_e00_Even-30x30-10layer.txt,-0.0222086564951096,-9.15933995315754e-17,-0.0658016340707839,0.0658016340707838,0.131603268141568,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf30_e00_Even_electro.mat,0.0222086564951096,0.0222086564951096,0.131603268141568,,1.0,1.0,
X_Vf30_e00_Even_magneto,X,0.3,0.0,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.3_e00_Even-30x30-10layer.txt,0.827938451959497,3.5083047578154905e-15,-2.45308414139712,2.45308414139713,4.90616828279425,2.76361526320281,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf30_e00_Even_magneto.mat,0.827938451959497,0.827938451959497,4.90616828279425,2.76361526320281,1.0,1.0,1.0
X_Vf50_e00_Even_elastic,X,0.5,0.0,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.5_e00_Even-30x30-10layer.txt,-1.69005231184634,-2.15310032842364e-05,-0.983447347500187,0.983413020923033,1.96686036842322,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf50_e00_Even_elastic.mat,1.69005231184634,1.69005231184634,1.96686036842322,,1.0,1.0,
X_Vf50_e00_Even_electro,X,0.5,0.0,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.5_e00_Even-30x30-10layer.txt,-0.0360382294570868,-1.90322193987791e-06,-0.0889975019631512,0.0889944676830529,0.177991969646204,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf50_e00_Even_electro.mat,0.0360382294570868,0.0360382294570868,0.177991969646204,,1.0,1.0,
X_Vf50_e00_Even_magneto,X,0.5,0.0,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.5_e00_Even-30x30-10layer.txt,0.503948108716469,2.66141015119015e-05,-1.24447272663245,1.24451515712196,2.48898788375441,1.46976766460228,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf50_e00_Even_magneto.mat,0.503948108716469,0.503948108716469,2.48898788375441,1.46976766460228,1.0,1.0,1.0
X_Vf70_e00_Even_elastic,X,0.7,0.0,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.7_e00_Even-30x30-10layer.txt,-1.9480670213001,-4.218847493575589e-16,-1.0017732261806,1.0017732261806,2.0035464523612,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf70_e00_Even_elastic.mat,1.9480670213001,1.9480670213001,2.0035464523612,,1.0,1.0,
X_Vf70_e00_Even_electro,X,0.7,0.0,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.7_e00_Even-30x30-10layer.txt,-0.0482313519786744,-1.11022302462516e-17,-0.103229822510884,0.103229822510884,0.206459645021769,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf70_e00_Even_electro.mat,0.0482313519786744,0.0482313519786744,0.206459645021769,,1.0,1.0,
X_Vf70_e00_Even_magneto,X,0.7,0.0,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.7_e00_Even-30x30-10layer.txt,0.0737560589268846,2.77555756156289e-17,-0.157860490314591,0.157860490314591,0.315720980629182,0.178642418218186,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf70_e00_Even_magneto.mat,0.0737560589268846,0.0737560589268846,0.315720980629182,0.178642418218186,1.0,1.0,1.0
X_Vf90_e00_Even_elastic,X,0.9,0.0,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.9_e00_Even-30x30-10layer.txt,-2.29744326434068,-5.07128351108666e-05,-1.07315043173891,1.07307457915808,2.14622501089699,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf90_e00_Even_elastic.mat,2.29744326434068,2.29744326434068,2.14622501089699,,1.0,1.0,
X_Vf90_e00_Even_electro,X,0.9,0.0,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.9_e00_Even-30x30-10layer.txt,-0.0575988134950561,-4.99417329151847e-06,-0.109272165750008,0.109264695827798,0.218536861577806,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf90_e00_Even_electro.mat,0.0575988134950561,0.0575988134950561,0.218536861577806,,1.0,1.0,
X_Vf90_e00_Even_magneto,X,0.9,0.0,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.9_e00_Even-30x30-10layer.txt,-0.521619366337654,-4.5227624487465e-05,-0.989577291575179,0.989509643374582,1.97908693494976,1.08261327516112,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf90_e00_Even_magneto.mat,0.521619366337654,0.521619366337654,1.97908693494976,1.08261327516112,1.0,1.0,1.0
X_Vf10_e10_Even_elastic,X,0.1,0.1,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.1_e10_Even-30x30-10layer.txt,-1.49586115061902,-5.77315972805081e-16,-1.32309196343287,1.32309196343287,2.64618392686574,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf10_e10_Even_elastic.mat,1.49586115061902,1.33031584008413,2.32070992187963,,1.1244406069196478,1.140247603510264,
X_Vf10_e10_Even_electro,X,0.1,0.1,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.1_e10_Even-30x30-10layer.txt,-0.0065820070269965,-2.77555756156289e-18,-0.025482692626237,0.025482692626237,0.050965385252474,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf10_e10_Even_electro.mat,0.0065820070269965,0.0075011536178611,0.0571838813000839,,0.8774659688776393,0.891254390114286,
X_Vf10_e10_Even_magneto,X,0.1,0.1,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.1_e10_Even-30x30-10layer.txt,1.09807370268054,1.77635683940025e-16,-4.25126781720673,4.25126781720673,8.50253563441346,3.78274371829714,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf10_e10_Even_magneto.mat,1.09807370268054,1.07639444483733,8.20572611929837,3.97757545988619,1.0201406259082715,1.0361710238435875,0.9510174618800005
X_Vf30_e10_Even_elastic,X,0.3,0.1,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.3_e10_Even-30x30-10layer.txt,-1.67803136307991,-5.10702591327572e-15,-1.16910929684541,1.16910929684541,2.33821859369082,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf30_e10_Even_elastic.mat,1.67803136307991,1.49119362363557,2.04929181758298,,1.1252940842040515,1.1409885959768347,
X_Vf30_e10_Even_electro,X,0.3,0.1,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.3_e10_Even-30x30-10layer.txt,-0.019476805159485,-1.26287869051112e-16,-0.0586061226274553,0.0586061226274551,0.11721224525491,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf30_e10_Even_electro.mat,0.019476805159485,0.0222086564951096,0.131603268141568,,0.876991598468545,0.8906484383717788,
X_Vf30_e10_Even_magneto,X,0.3,0.1,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.3_e10_Even-30x30-10layer.txt,0.845127313190939,5.86197757002083e-15,-2.54300613202428,2.54300613202429,5.08601226404856,2.58881042196104,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf30_e10_Even_magneto.mat,0.845127313190939,0.827938451959497,4.90616828279425,2.76361526320281,1.0207610374790068,1.0366567086345195,0.9367477653024737
X_Vf50_e10_Even_elastic,X,0.5,0.1,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.5_e10_Even-30x30-10layer.txt,-1.90298086297357,-3.27208576308635e-05,-1.12257729829813,1.12259078362478,2.24516808192291,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf50_e10_Even_elastic.mat,1.90298086297357,1.69005231184634,1.96686036842322,,1.1259893256763225,1.1414984601691893,
X_Vf50_e10_Even_electro,X,0.5,0.1,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.5_e10_Even-30x30-10layer.txt,-0.0315677957690871,-2.25990747338284e-06,-0.0791545069790881,0.079155533217523,0.158310040196611,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf50_e10_Even_electro.mat,0.0315677957690871,0.0360382294570868,0.177991969646204,,0.8759530155796652,0.8894223740053276,
X_Vf50_e10_Even_magneto,X,0.5,0.1,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.5_e10_Even-30x30-10layer.txt,0.514937637474407,3.68638793711185e-05,-1.29119446812007,1.29117772799672,2.5823721961168,1.36432634556458,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf50_e10_Even_magneto.mat,0.514937637474407,0.503948108716469,2.48898788375441,1.46976766460228,1.021806865762286,1.0375189903381645,0.9282598729192805
X_Vf70_e10_Even_elastic,X,0.7,0.1,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.7_e10_Even-30x30-10layer.txt,-2.1951422051696,2.44249065417534e-15,-1.14401331049771,1.14401331049772,2.28802662099543,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf70_e10_Even_elastic.mat,2.1951422051696,1.9480670213001,2.0035464523612,,1.1268309463524553,1.1419883069339207,
X_Vf70_e10_Even_electro,X,0.7,0.1,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.7_e10_Even-30x30-10layer.txt,-0.0422099531287643,8.04911692853238e-17,-0.0916924841585786,0.0916924841585787,0.183384968317157,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf70_e10_Even_electro.mat,0.0422099531287643,0.0482313519786744,0.206459645021769,,0.875155918238152,0.8882363829397313,
X_Vf70_e10_Even_magneto,X,0.7,0.1,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.7_e10_Even-30x30-10layer.txt,0.0754343925674315,-1.27675647831893e-16,-0.163865778867648,0.163865778867648,0.327731557735296,0.167376703785578,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf70_e10_Even_magneto.mat,0.0754343925674315,0.0737560589268846,0.315720980629182,0.178642418218186,1.0227551968606492,1.0380417452212989,0.9369370693423522
X_Vf90_e10_Even_elastic,X,0.9,0.1,Even,1,elastic,cases/porous/Porous_CFFF_X_Vf0.9_e10_Even-30x30-10layer.txt,-2.59065684044,-2.88657986402541e-16,-1.22625891061107,1.22625891061106,2.45251782122213,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf90_e10_Even_elastic.mat,2.59065684044,2.29744326434068,2.14622501089699,,1.1276260357112524,1.1427123478526275,
X_Vf90_e10_Even_electro,X,0.9,0.1,Even,1,electro,cases/porous/Porous_CFFF_X_Vf0.9_e10_Even-30x30-10layer.txt,-0.0503369848307871,-2.4980018054066e-17,-0.0969018060647976,0.0969018060647976,0.193803612129595,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf90_e10_Even_electro.mat,0.0503369848307871,0.0575988134950561,0.218536861577806,,0.8739239886444483,0.8868234435616932,
X_Vf90_e10_Even_magneto,X,0.9,0.1,Even,1,magneto,cases/porous/Porous_CFFF_X_Vf0.9_e10_Even-30x30-10layer.txt,-0.533827915253994,-2.2204460492503094e-16,-1.02765172149035,1.02765172149035,2.05530344298069,1.02880659676785,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf90_e10_Even_magneto.mat,0.533827915253994,0.521619366337654,1.97908693494976,1.08261327516112,1.0234050913447816,1.0385109449640546,0.9502992623240628
X_Vf10_e10_Uneven_elastic,X,0.1,0.1,Uneven,2,elastic,cases/porous/Porous_CFFF_X_Vf0.1_e10_Uneven-30x30-10layer.txt,-1.37078923747457,-2.2204460492503094e-16,-1.20006919637518,1.20006919637518,2.40013839275036,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf10_e10_Uneven_elastic.mat,1.37078923747457,1.33031584008413,2.32070992187963,,1.0304239009796956,1.0342259366937157,
X_Vf10_e10_Uneven_electro,X,0.1,0.1,Uneven,2,electro,cases/porous/Porous_CFFF_X_Vf0.1_e10_Uneven-30x30-10layer.txt,-0.0075535433723798,-3.81639164714898e-18,-0.0289154835190892,0.0289154835190892,0.0578309670381784,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf10_e10_Uneven_electro.mat,0.0075535433723798,0.0075011536178611,0.0571838813000839,,1.0069842263187296,1.0113158764914678,
X_Vf10_e10_Uneven_magneto,X,0.1,0.1,Uneven,2,magneto,cases/porous/Porous_CFFF_X_Vf0.1_e10_Uneven-30x30-10layer.txt,1.10016462502464,1.15463194561016e-15,-4.21150584775323,4.21150584775323,8.42301169550646,4.0032619689851,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf10_e10_Uneven_magneto.mat,1.10016462502464,1.07639444483733,8.20572611929837,3.97757545988619,1.0220831501884073,1.0264797500000729,1.0064578307458798
X_Vf30_e10_Uneven_elastic,X,0.3,0.1,Uneven,2,elastic,cases/porous/Porous_CFFF_X_Vf0.3_e10_Uneven-30x30-10layer.txt,-1.53769348828197,7.99360577730113e-16,-1.06051145647497,1.06051145647497,2.12102291294995,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf30_e10_Uneven_elastic.mat,1.53769348828197,1.49119362363557,2.04929181758298,,1.0311829824842143,1.0350028701386083,
X_Vf30_e10_Uneven_electro,X,0.3,0.1,Uneven,2,electro,cases/porous/Porous_CFFF_X_Vf0.3_e10_Uneven-30x30-10layer.txt,-0.0223785069798994,8.326672684688669e-18,-0.0665860291935079,0.0665860291935079,0.133172058387016,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf30_e10_Uneven_electro.mat,0.0223785069798994,0.0222086564951096,0.131603268141568,,1.0076479405598984,1.0119206024865617,
X_Vf30_e10_Uneven_magneto,X,0.3,0.1,Uneven,2,magneto,cases/porous/Porous_CFFF_X_Vf0.3_e10_Uneven-30x30-10layer.txt,0.846714215432849,-4.88498130835069e-16,-2.51935205140876,2.51935205140876,5.03870410281751,2.77914729629801,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf30_e10_Uneven_magneto.mat,0.846714215432849,0.827938451959497,4.90616828279425,2.76361526320281,1.0226777285544777,1.027014120263273,1.00562018646445
X_Vf50_e10_Uneven_elastic,X,0.5,0.1,Uneven,2,elastic,cases/porous/Porous_CFFF_X_Vf0.5_e10_Uneven-30x30-10layer.txt,-1.74495928552856,2.6867397195928803e-15,-1.01914655756984,1.01914655756985,2.03829311513969,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf50_e10_Uneven_elastic.mat,1.74495928552856,1.69005231184634,1.96686036842322,,1.0324883279040253,1.0363181585552694,
X_Vf50_e10_Uneven_electro,X,0.5,0.1,Uneven,2,electro,cases/porous/Porous_CFFF_X_Vf0.5_e10_Uneven-30x30-10layer.txt,-0.0363406557155723,8.60422844084496e-17,-0.0901113051531825,0.0901113051531826,0.180222610306365,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf50_e10_Uneven_electro.mat,0.0363406557155723,0.0360382294570868,0.177991969646204,,1.0083918178845501,1.0125322544865076,
X_Vf50_e10_Uneven_magneto,X,0.5,0.1,Uneven,2,magneto,cases/porous/Porous_CFFF_X_Vf0.5_e10_Uneven-30x30-10layer.txt,0.516300306566876,-1.2878587085651802e-15,-1.28023266387852,1.28023266387852,2.56046532775705,1.47839778566431,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf50_e10_Uneven_magneto.mat,0.516300306566876,0.503948108716469,2.48898788375441,1.46976766460228,1.024510852678597,1.0287174736643647,1.005871758693484
X_Vf70_e10_Uneven_elastic,X,0.7,0.1,Uneven,2,elastic,cases/porous/Porous_CFFF_X_Vf0.7_e10_Uneven-30x30-10layer.txt,-2.01290777529493,-8.43769498715119e-16,-1.03868542431853,1.03868542431853,2.07737084863706,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf70_e10_Uneven_elastic.mat,2.01290777529493,1.9480670213001,2.0035464523612,,1.0332846628405816,1.0368468603205365,
X_Vf70_e10_Uneven_electro,X,0.7,0.1,Uneven,2,electro,cases/porous/Porous_CFFF_X_Vf0.7_e10_Uneven-30x30-10layer.txt,-0.0487299255253338,-6.383782391594651e-17,-0.104684875753171,0.104684875753171,0.209369751506343,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf70_e10_Uneven_electro.mat,0.0487299255253338,0.0482313519786744,0.206459645021769,,1.0103371256704528,1.0140952798996974,
X_Vf70_e10_Uneven_magneto,X,0.7,0.1,Uneven,2,magneto,cases/porous/Porous_CFFF_X_Vf0.7_e10_Uneven-30x30-10layer.txt,0.0756210923526276,9.99200722162641e-17,-0.162454273662422,0.162454273662422,0.324908547324844,0.177785969043015,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf70_e10_Uneven_magneto.mat,0.0756210923526276,0.0737560589268846,0.315720980629182,0.178642418218186,1.0252865114117855,1.0291002728971403,0.9952057905187727
X_Vf90_e10_Uneven_elastic,X,0.9,0.1,Uneven,2,elastic,cases/porous/Porous_CFFF_X_Vf0.9_e10_Uneven-30x30-10layer.txt,-2.3789123863941,-9.54791801177635e-16,-1.11523883934893,1.11523883934893,2.23047767869786,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf90_e10_Uneven_elastic.mat,2.3789123863941,2.29744326434068,2.14622501089699,,1.035460776471797,1.039256213758155,
X_Vf90_e10_Uneven_electro,X,0.9,0.1,Uneven,2,electro,cases/porous/Porous_CFFF_X_Vf0.9_e10_Uneven-30x30-10layer.txt,-0.058290064160109,-3.46944695195361e-17,-0.110980793719425,0.110980793719425,0.221961587438849,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf90_e10_Uneven_electro.mat,0.058290064160109,0.0575988134950561,0.218536861577806,,1.0120011268133542,1.0156711587981861,
X_Vf90_e10_Uneven_magneto,X,0.9,0.1,Uneven,2,magneto,cases/porous/Porous_CFFF_X_Vf0.9_e10_Uneven-30x30-10layer.txt,-0.536314930500679,-3.10862446895044e-16,-1.02111153126713,1.02111153126713,2.04222306253426,1.07825405452542,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf90_e10_Uneven_magneto.mat,0.536314930500679,0.521619366337654,1.97908693494976,1.08261327516112,1.02817296502276,1.0319016443742541,0.9959734276904639
X_Vf10_e10_LogUneven_elastic,X,0.1,0.1,LogUneven,3,elastic,cases/porous/Porous_CFFF_X_Vf0.1_e10_LogUneven-30x30-10layer.txt,-1.45885825590536,-8.65973959207622e-16,-1.28718474636378,1.28718474636378,2.57436949272757,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf10_e10_LogUneven_elastic.mat,1.45885825590536,1.33031584008413,2.32070992187963,,1.0966254869318108,1.1093025752406367,
X_Vf10_e10_LogUneven_electro,X,0.1,0.1,LogUneven,3,electro,cases/porous/Porous_CFFF_X_Vf0.1_e10_LogUneven-30x30-10layer.txt,-0.0061585316229776,-1.76941794549634e-17,-0.0237693522606574,0.0237693522606574,0.0475387045213148,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf10_e10_LogUneven_electro.mat,0.0061585316229776,0.0075011536178611,0.0571838813000839,,0.8210112652957055,0.8313304980444733,
X_Vf10_e10_LogUneven_magneto,X,0.1,0.1,LogUneven,3,magneto,cases/porous/Porous_CFFF_X_Vf0.1_e10_LogUneven-30x30-10layer.txt,1.05123583073078,3.1086244689504407e-15,-4.05732994470771,4.05732994470771,8.11465988941542,3.66242888590821,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf10_e10_LogUneven_magneto.mat,1.05123583073078,1.07639444483733,8.20572611929837,3.97757545988619,0.9766269565704123,0.9889021119448795,0.9207691778179371
X_Vf30_e10_LogUneven_elastic,X,0.3,0.1,LogUneven,3,elastic,cases/porous/Porous_CFFF_X_Vf0.3_e10_LogUneven-30x30-10layer.txt,-1.63458087335339,-1.0880185641326501e-15,-1.1356265447506,1.1356265447506,2.27125308950121,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf30_e10_LogUneven_elastic.mat,1.63458087335339,1.49119362363557,2.04929181758298,,1.096156023902676,1.1083112078103257,
X_Vf30_e10_LogUneven_electro,X,0.3,0.1,LogUneven,3,electro,cases/porous/Porous_CFFF_X_Vf0.3_e10_LogUneven-30x30-10layer.txt,-0.018178162163292,-2.84494650060196e-17,-0.0545162190591281,0.0545162190591281,0.109032438118256,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf30_e10_LogUneven_electro.mat,0.018178162163292,0.0222086564951096,0.131603268141568,,0.8185169673498653,0.8284933927398205,
X_Vf30_e10_LogUneven_magneto,X,0.3,0.1,LogUneven,3,magneto,cases/porous/Porous_CFFF_X_Vf0.3_e10_LogUneven-30x30-10layer.txt,0.808220759343034,1.4654943925052101e-15,-2.423850088288,2.423850088288,4.847700176576,2.49113097061886,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf30_e10_LogUneven_magneto.mat,0.808220759343034,0.827938451959497,4.90616828279425,2.76361526320281,0.9761845912944412,0.9880827352736155,0.9014029571293646
X_Vf50_e10_LogUneven_elastic,X,0.5,0.1,LogUneven,3,elastic,cases/porous/Porous_CFFF_X_Vf0.5_e10_LogUneven-30x30-10layer.txt,-1.8509783910332,-6.66133814775094e-17,-1.08896668390218,1.08896668390218,2.17793336780436,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf50_e10_LogUneven_elastic.mat,1.8509783910332,1.69005231184634,1.96686036842322,,1.095219584659514,1.107314684239813,
X_Vf50_e10_LogUneven_electro,X,0.5,0.1,LogUneven,3,electro,cases/porous/Porous_CFFF_X_Vf0.5_e10_LogUneven-30x30-10layer.txt,-0.0294021750259727,-1.38777878078145e-18,-0.0735003717792986,0.0735003717792986,0.147000743558597,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf50_e10_LogUneven_electro.mat,0.0294021750259727,0.0360382294570868,0.177991969646204,,0.8158606976234472,0.825884133148206,
X_Vf50_e10_LogUneven_magneto,X,0.5,0.1,LogUneven,3,magneto,cases/porous/Porous_CFFF_X_Vf0.5_e10_LogUneven-30x30-10layer.txt,0.491389770211686,8.88178419700125e-17,-1.22838976255262,1.22838976255262,2.45677952510525,1.30846197963847,0,0,200,ok,,G:\fg-meet-workbench\output\static_magneto_X_Vf50_e10_LogUneven_magneto.mat,0.491389770211686,0.503948108716469,2.48898788375441,1.46976766460228,0.9750800959710545,0.9870596563127593,0.8902508955335745
X_Vf70_e10_LogUneven_elastic,X,0.7,0.1,LogUneven,3,elastic,cases/porous/Porous_CFFF_X_Vf0.7_e10_LogUneven-30x30-10layer.txt,-2.12960421511419,-2.02060590481778e-15,-1.10615232506566,1.10615232506566,2.21230465013132,,-15000,0,0,ok,,G:\fg-meet-workbench\output\static_elastic_X_Vf70_e10_LogUneven_elastic.mat,2.12960421511419,1.9480670213001,2.0035464523612,,1.093188371770154,1.104194338755708,
X_Vf70_e10_LogUneven_electro,X,0.7,0.1,LogUneven,3,electro,cases/porous/Porous_CFFF_X_Vf0.7_e10_LogUneven-30x30-10layer.txt,-0.0392254481592222,-6.10622663543836e-17,-0.0849256789365349,0.0849256789365348,0.16985135787307,,0,300,0,ok,,G:\fg-meet-workbench\output\static_electro_X_Vf70_e10_LogUneven_electro.mat,0.0392254481592222,0.0482313519786744,0.206459645021769,,0.8132769775262743,0.8226855076456272,
