tag,case_file,load_case,load_scale,dt_s,total_s,steps,center_node_id,static_center_mm,peak_center_mm,peak_abs_center_mm,peak_time_s,overshoot_ratio,theta_span_max_K,frequency_status,freq_01_Hz,freq_02_Hz,freq_03_Hz,freq_04_Hz,freq_05_Hz,freq_06_Hz
dynamic_porous_U_Vf50_e20_Even_10x10,G:\fg-meet-workbench\cases\porous\Porous_CFFF_U_Vf0.5_e20_Even-10x10-10layer.txt,elastic,-15000,0.0001,0.04,401,171,-2.45584103921056,-5.22176176981429,5.22176176981429,0.0277999999999999,2.12626211812669,6.50164239726304,ok,54.6186520765818,126.933516208377,335.032503681941,418.431464833887,469.234488961195,811.497436963402
