x,y
0.0,0.0
0.02,-0.0148
0.04,-0.06609999999999999
0.06,-0.16
0.08,-0.299
0.1,-0.482
0.12000000000000001,-0.7110000000000001
0.14,-0.982
0.16,-1.3
0.18000000000000002,-1.65
0.2,-2.0500000000000003
