x,y
2414571.1972636003,-3.0
1931656.9578108797,-2.4
1931656.9578108797,-2.4
1448742.7183581598,-1.8
1448742.7183581598,-1.8
965828.4789054401,-1.2
965828.4789054401,-1.2
482914.23945272015,-0.6
482914.23945272015,-0.6
5.832430646947118e-10,0.0
5.832430646947118e-10,0.0
-482914.23945271916,0.6
-482914.23945271916,0.6
-965828.4789054387,1.2
-965828.4789054387,1.2
-1448742.7183581584,1.8
-1448742.7183581584,1.8
-1931656.9578108776,2.4
-1931656.9578108776,2.4
-2414571.197263598,3.0
