x,y
0.0,-0.0
0.02,-0.004876
0.04,-0.02198
0.06,-0.05366
0.08,-0.1009
0.1,-0.164
0.12000000000000001,-0.2427
0.14,-0.3368
0.16,-0.4458
0.18000000000000002,-0.5696
0.2,-0.7079
