x,y
0.0,0.0
0.02,-0.0141
0.04,-0.0627
0.06,-0.152
0.08,-0.283
0.1,-0.458
0.12000000000000001,-0.674
0.14,-0.9319999999999999
0.16,-1.23
0.18000000000000002,-1.57
0.2,-1.9400000000000002
